{'position': {'x': 4065.64917, 'y': 41.415596, 'z': -2379.059814}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4339.948242, 'y': 27.0, 'z': -2674.860596}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3798.124268, 'y': 97.561546, 'z': -2585.61377}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3983.890869, 'y': 40.295528, 'z': -2393.398438}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3932.365967, 'y': 100.012207, 'z': -2620.820801}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3708.137939, 'y': 99.906204, 'z': -2638.884521}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3644.61377, 'y': 104.017487, 'z': -2242.731934}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3603.208984, 'y': 109.507957, 'z': -2558.739258}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4161.307617, 'y': 28.280418, 'z': -2302.377686}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 4070.119873, 'y': 40.335571, 'z': -2384.915771}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'beach', 'substance': 'shiba_kare', 'area_no': 16}
{'position': {'x': 3799.15332, 'y': 99.81189, 'z': -2419.825439}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3442.621826, 'y': 129.732437, 'z': -2592.591309}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4176.621094, 'y': 27.93227, 'z': -2334.34375}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 4261.117676, 'y': 27.0, 'z': -2343.799072}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 4307.666504, 'y': 150.068146, 'z': -2851.923828}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4110.303223, 'y': 26.422054, 'z': -2460.101807}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 4048.591309, 'y': 54.639366, 'z': -2308.256836}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4086.708496, 'y': 48.00914, 'z': -2322.195313}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3579.309326, 'y': 101.021309, 'z': -2295.037354}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3449.264404, 'y': 117.566269, 'z': -2627.117676}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3608.733398, 'y': 107.594925, 'z': -2699.24585}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3953.707275, 'y': 97.287811, 'z': -2647.042236}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3492.067383, 'y': 119.378105, 'z': -2496.875}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3764.606689, 'y': 100.038338, 'z': -2120.257813}, 'level_range': {'x': 19.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3804.445313, 'y': 91.442253, 'z': -2225.600586}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4276.708008, 'y': 29.514967, 'z': -2280.188232}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3814.945068, 'y': 97.287109, 'z': -2133.758301}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3693.851074, 'y': 100.469795, 'z': -2385.204102}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3697.391846, 'y': 96.342041, 'z': -2286.368896}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4412.890137, 'y': 27.0, 'z': -2799.442383}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3544.837158, 'y': 112.237991, 'z': -2675.648438}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3822.459961, 'y': 96.022385, 'z': -2396.299805}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3657.016113, 'y': 104.018646, 'z': -2226.220215}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3907.879883, 'y': 84.103188, 'z': -2229.199707}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4297.160645, 'y': 27.0, 'z': -2745.741455}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3626.270752, 'y': 97.674965, 'z': -2301.962891}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4194.030762, 'y': 27.0, 'z': -2417.948975}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3778.005127, 'y': 97.663422, 'z': -2572.227783}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3844.858887, 'y': 97.480621, 'z': -2636.177002}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4279.773926, 'y': 27.0, 'z': -2379.983643}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3764.105957, 'y': 97.714249, 'z': -2552.000732}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3519.95752, 'y': 113.377571, 'z': -2622.282471}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3597.713379, 'y': 98.302452, 'z': -2221.338867}, 'level_range': {'x': 19.0, 'y': 21.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3755.393066, 'y': 91.317101, 'z': -2217.682129}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3919.976563, 'y': 57.776031, 'z': -2343.825195}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3548.145508, 'y': 141.115051, 'z': -2373.627441}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3275.764893, 'y': 128.455917, 'z': -2663.274902}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3544.802246, 'y': 141.99884, 'z': -2383.377197}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4253.541016, 'y': 30.622868, 'z': -2260.362549}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 4333.560547, 'y': 27.0, 'z': -2728.578125}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3705.096191, 'y': 98.759811, 'z': -2260.797363}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3883.691162, 'y': 81.608833, 'z': -2202.152832}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3709.637695, 'y': 99.829933, 'z': -2200.399658}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3893.181396, 'y': 97.400856, 'z': -2641.726807}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4051.918213, 'y': 46.42907, 'z': -2353.727783}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4277.438965, 'y': 141.204636, 'z': -2824.837402}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3883.877197, 'y': 83.010017, 'z': -2245.260742}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3516.231934, 'y': 113.550255, 'z': -2618.104736}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3773.265625, 'y': 89.424805, 'z': -2237.68457}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3757.258545, 'y': 94.368607, 'z': -2182.204834}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3876.172852, 'y': 97.454536, 'z': -2629.104004}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3406.546143, 'y': 132.539429, 'z': -2619.315918}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3596.617432, 'y': 108.087616, 'z': -2674.801758}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3672.241943, 'y': 103.559837, 'z': -2197.734131}, 'level_range': {'x': 19.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4405.194336, 'y': 27.0, 'z': -2758.412598}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3537.827148, 'y': 111.532257, 'z': -2468.493896}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3744.633789, 'y': 97.810265, 'z': -2591.150635}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3683.544189, 'y': 101.206879, 'z': -2589.484131}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3439.356201, 'y': 118.215515, 'z': -2633.530029}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3712.701904, 'y': 99.345337, 'z': -2316.353271}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3638.898926, 'y': 101.659325, 'z': -2334.408691}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3727.231934, 'y': 99.900963, 'z': -2386.776855}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4108.084473, 'y': 38.509029, 'z': -2308.385986}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3951.235352, 'y': 77.742783, 'z': -2188.043457}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3830.519043, 'y': 94.244034, 'z': -2354.148438}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3648.672119, 'y': 103.406784, 'z': -2248.257568}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3810.290771, 'y': 92.661781, 'z': -2217.247314}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4046.421875, 'y': 42.400074, 'z': -2390.226074}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3887.874268, 'y': 91.350403, 'z': -2146.3396}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3818.860107, 'y': 100.905266, 'z': -2434.04541}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3926.12793, 'y': 79.650169, 'z': -2247.076904}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3835.305176, 'y': 111.313446, 'z': -2476.447754}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3925.60498, 'y': 100.048248, 'z': -2547.289795}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3731.562988, 'y': 99.32148, 'z': -2361.804688}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4177.041016, 'y': 28.269854, 'z': -2377.894287}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3567.424072, 'y': 109.633751, 'z': -2629.584717}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3854.674561, 'y': 100.247375, 'z': -2440.872314}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3718.879639, 'y': 100.042732, 'z': -2135.202881}, 'level_range': {'x': 19.0, 'y': 21.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3672.37793, 'y': 103.771248, 'z': -2200.047363}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4426.981934, 'y': 27.0, 'z': -2812.792236}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 4318.046387, 'y': 27.0, 'z': -2611.706543}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 16}
{'position': {'x': 3660.490723, 'y': 105.793396, 'z': -2476.994385}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 16}
{'position': {'x': 3840.083496, 'y': 94.083977, 'z': -2364.261963}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3800.803467, 'y': 87.609764, 'z': -2245.413086}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3815.293457, 'y': 94.427155, 'z': -2377.718506}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3939.904297, 'y': 42.360985, 'z': -2424.833496}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'town', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3942.644531, 'y': 97.251671, 'z': -2667.9646}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4317.085938, 'y': 27.0, 'z': -2332.873535}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3700.418701, 'y': 100.225845, 'z': -2389.94165}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3653.166016, 'y': 104.102211, 'z': -2463.363525}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3891.706787, 'y': 97.589882, 'z': -2118.043701}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3866.231689, 'y': 72.713249, 'z': -2308.974121}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3577.084473, 'y': 133.713531, 'z': -2364.374268}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3910.668945, 'y': 42.360985, 'z': -2420.683594}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3448.706055, 'y': 117.73394, 'z': -2639.568848}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3505.709229, 'y': 115.061264, 'z': -2455.352051}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4249.1875, 'y': 115.649498, 'z': -2893.195557}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3903.092041, 'y': 100.269928, 'z': -2585.669189}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3751.812012, 'y': 93.10968, 'z': -2205.462158}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3649.947754, 'y': 107.094284, 'z': -2519.298584}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4002.436523, 'y': 36.911888, 'z': -2402.949219}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 4298.432617, 'y': 28.818653, 'z': -2301.976807}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3561.80957, 'y': 102.383614, 'z': -2307.992432}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3761.945068, 'y': 100.042732, 'z': -2109.691162}, 'level_range': {'x': 19.0, 'y': 21.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4231.669434, 'y': 27.0, 'z': -2337.69751}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3796.169922, 'y': 97.574379, 'z': -2584.979736}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3862.883789, 'y': 81.233986, 'z': -2210.986816}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3733.452393, 'y': 97.548492, 'z': -2330.320313}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3534.021973, 'y': 113.151794, 'z': -2678.986084}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3810.928711, 'y': 90.248329, 'z': -2236.768555}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3639.803711, 'y': 102.142426, 'z': -2404.934082}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3786.344482, 'y': 94.244034, 'z': -2339.805908}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3885.74707, 'y': 92.049988, 'z': -2366.083496}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 4262.79834, 'y': 27.203627, 'z': -2324.463379}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 16}
{'position': {'x': 3614.581299, 'y': 110.054924, 'z': -2494.981445}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3433.439453, 'y': 118.636848, 'z': -2640.460938}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3593.48877, 'y': 111.726372, 'z': -2496.653076}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3975.435547, 'y': 42.360985, 'z': -2421.279297}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3766.923584, 'y': 99.389732, 'z': -2398.373047}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3720.156738, 'y': 97.089615, 'z': -2246.62915}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 16}
{'position': {'x': 3543.82959, 'y': 111.377228, 'z': -2614.794678}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
{'position': {'x': 3719.805908, 'y': 98.913704, 'z': -2595.707031}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 16}
