{'position': {'x': 3294.340332, 'y': 220.939468, 'z': -4468.149414}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3663.151367, 'y': 253.554749, 'z': -3947.467773}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3468.998779, 'y': 200.184799, 'z': -3551.102539}, 'level_range': {'x': 47.0, 'y': 51.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3907.887451, 'y': 205.17334, 'z': -4045.606934}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3412.034668, 'y': 285.569763, 'z': -4255.687988}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3808.33667, 'y': 219.67984, 'z': -4044.343262}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3708.996582, 'y': 265.772827, 'z': -4123.222168}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3769.406494, 'y': 248.418228, 'z': -4071.323486}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3379.66626, 'y': 215.403915, 'z': -4356.980469}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3219.721924, 'y': 124.029442, 'z': -4563.885254}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3623.83374, 'y': 255.653534, 'z': -3801.013184}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3234.499756, 'y': 277.846985, 'z': -4358.870117}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 4068.439209, 'y': 27.0, 'z': -4172.543457}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3341.628174, 'y': 202.370361, 'z': -4445.204102}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3391.80542, 'y': 27.0, 'z': -4736.436523}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 21}
{'position': {'x': 3668.008789, 'y': 256.099609, 'z': -3962.351563}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3810.644531, 'y': 200.214127, 'z': -3991.313965}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3436.261719, 'y': 32.797672, 'z': -4474.891602}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3217.178467, 'y': 274.796295, 'z': -4358.498535}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3164.427246, 'y': 248.337189, 'z': -4420.691895}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3226.453857, 'y': 161.577896, 'z': -4542.084961}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3584.557861, 'y': 245.491852, 'z': -4300.389648}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3129.836914, 'y': 27.0, 'z': -4798.231934}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3184.808594, 'y': 234.400864, 'z': -4442.847168}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3637.045654, 'y': 27.0, 'z': -4350.010742}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3547.247314, 'y': 245.033005, 'z': -4275.293945}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4104.789551, 'y': 202.963638, 'z': -4111.223633}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3897.092285, 'y': 250.066528, 'z': -3918.166504}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3388.021729, 'y': 256.307373, 'z': -4298.108887}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3662.643311, 'y': 252.3172, 'z': -3645.06543}, 'level_range': {'x': 47.0, 'y': 51.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3836.636475, 'y': 217.642212, 'z': -4118.231934}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4129.179688, 'y': 199.509995, 'z': -4032.886719}, 'level_range': {'x': 48.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3743.941895, 'y': 260.559692, 'z': -4065.084473}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4141.733887, 'y': 27.0, 'z': -4116.861328}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3823.252441, 'y': 220.815659, 'z': -4084.041016}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3718.308838, 'y': 250.358276, 'z': -3953.983154}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3208.927246, 'y': 249.390274, 'z': -4437.499023}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3846.574707, 'y': 256.242493, 'z': -3819.94458}, 'level_range': {'x': 48.0, 'y': 51.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3115.353516, 'y': 188.109894, 'z': -4525.458008}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3541.607666, 'y': 27.0, 'z': -4405.126465}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 21}
{'position': {'x': 3123.670898, 'y': 202.701492, 'z': -4500.717773}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3611.695068, 'y': 248.486099, 'z': -3680.076904}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3899.35498, 'y': 27.0, 'z': -4188.226563}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3922.822998, 'y': 203.26297, 'z': -4080.340332}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3235.18335, 'y': 267.357849, 'z': -4383.130371}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3502.652588, 'y': 214.258057, 'z': -4349.329102}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3635.579834, 'y': 259.754395, 'z': -3950.827148}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3309.060059, 'y': 62.887081, 'z': -4594.305664}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3708.135498, 'y': 281.801117, 'z': -4068.775635}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3251.816895, 'y': 71.795395, 'z': -4654.969238}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3211.789307, 'y': 276.061279, 'z': -4355.787598}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3299.733398, 'y': 273.120728, 'z': -4322.355957}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3727.493164, 'y': 253.996765, 'z': -4157.628418}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3855.919434, 'y': 211.171783, 'z': -4025.791504}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3044.237549, 'y': 247.318344, 'z': -4444.952637}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3643.115967, 'y': 246.092178, 'z': -3802.093506}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4107.968262, 'y': 250.534088, 'z': -3862.522217}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4072.918213, 'y': 230.0, 'z': -4075.837891}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3143.465332, 'y': 235.297241, 'z': -4445.377441}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3634.459961, 'y': 250.095398, 'z': -3821.938477}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3537.458984, 'y': 332.512238, 'z': -4100.490723}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3282.806641, 'y': 264.924896, 'z': -4327.805176}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3431.504639, 'y': 240.081711, 'z': -4299.638672}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3658.159424, 'y': 286.194183, 'z': -4102.709961}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4113.312012, 'y': 200.024048, 'z': -3961.311523}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3282.962891, 'y': 27.0, 'z': -4806.011719}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3584.964355, 'y': 250.055695, 'z': -3680.005127}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3258.602783, 'y': 27.0, 'z': -4800.055664}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3840.673096, 'y': 200.022156, 'z': -3969.245605}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3331.908447, 'y': 55.251816, 'z': -4590.495605}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3707.68335, 'y': 251.012741, 'z': -3973.505615}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 4097.844727, 'y': 199.51001, 'z': -4019.029297}, 'level_range': {'x': 48.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3727.197266, 'y': 259.049896, 'z': -4122.125488}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3994.510498, 'y': 202.595825, 'z': -4081.577148}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3581.920166, 'y': 250.638367, 'z': -3825.343506}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3295.974365, 'y': 270.327606, 'z': -4327.278809}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3528.179199, 'y': 262.076569, 'z': -3739.305908}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3455.004395, 'y': 27.0, 'z': -4495.993164}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3930.641357, 'y': 222.419601, 'z': -3980.859131}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3270.640625, 'y': 27.0, 'z': -4808.390625}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3836.099854, 'y': 218.006287, 'z': -4121.10498}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3849.36084, 'y': 205.519241, 'z': -4077.499268}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3757.041992, 'y': 250.262497, 'z': -3912.579102}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3158.969971, 'y': 138.360764, 'z': -4596.790527}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3807.625977, 'y': 201.582397, 'z': -4009.572998}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3157.289063, 'y': 126.14576, 'z': -4669.809082}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3358.061523, 'y': 46.683647, 'z': -4598.547363}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3418.779785, 'y': 31.310051, 'z': -4528.96875}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 21}
{'position': {'x': 3744.126221, 'y': 207.055878, 'z': -3982.879883}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3198.956543, 'y': 97.607002, 'z': -4717.158691}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3389.062988, 'y': 36.514343, 'z': -4634.847168}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3144.059814, 'y': 130.197983, 'z': -4687.484863}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3608.199219, 'y': 268.799988, 'z': -3953.831787}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3123.049316, 'y': 253.554794, 'z': -4408.027344}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3563.788574, 'y': 27.0, 'z': -4418.436523}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3821.970703, 'y': 210.693802, 'z': -4024.625977}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3215.285889, 'y': 251.241699, 'z': -4406.824219}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3478.446533, 'y': 27.0, 'z': -4428.246582}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 21}
{'position': {'x': 3455.417725, 'y': 199.756866, 'z': -3536.85083}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3230.868896, 'y': 252.781387, 'z': -4405.560547}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3920.250732, 'y': 224.08313, 'z': -3982.462158}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3221.216553, 'y': 94.917625, 'z': -4634.307617}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'riverside', 'substance': 'yuki', 'area_no': 21}
{'position': {'x': 3490.139648, 'y': 27.0, 'z': -4512.749023}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3305.462891, 'y': 53.278805, 'z': -4636.47168}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 4166.083984, 'y': 27.0, 'z': -4117.68457}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3303.172607, 'y': 27.0, 'z': -4794.268555}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3926.208984, 'y': 203.515778, 'z': -4080.233643}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3912.038086, 'y': 245.192123, 'z': -3937.466553}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3131.92334, 'y': 27.0, 'z': -4780.918945}, 'level_range': {'x': 51.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3655.432373, 'y': 305.746338, 'z': -4061.219971}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3539.629639, 'y': 27.0, 'z': -4428.936035}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 21}
{'position': {'x': 3619.643066, 'y': 281.604462, 'z': -3981.561523}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3638.458252, 'y': 282.427368, 'z': -3572.620605}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 21}
{'position': {'x': 3757.61499, 'y': 206.767822, 'z': -3987.835449}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3827.829102, 'y': 201.141296, 'z': -3987.701904}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3427.528076, 'y': 38.251923, 'z': -4623.72168}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 21}
{'position': {'x': 3503.784424, 'y': 291.082428, 'z': -3820.655029}, 'level_range': {'x': 48.0, 'y': 51.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3622.097412, 'y': 287.500946, 'z': -4184.256836}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3624.479736, 'y': 248.360825, 'z': -3721.926025}, 'level_range': {'x': 48.0, 'y': 52.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
{'position': {'x': 3547.283691, 'y': 27.0, 'z': -4437.655762}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 21}
{'position': {'x': 3704.013672, 'y': 265.813599, 'z': -4135.789551}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 21}
