{'position': {'x': 2525.942871, 'y': 98.330963, 'z': -1125.267822}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3366.233643, 'y': 27.0, 'z': -973.934265}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3139.775879, 'y': 86.319321, 'z': -878.312317}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3552.170166, 'y': 281.452881, 'z': -1283.570679}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3241.470215, 'y': 145.36409, 'z': -1478.443481}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3365.85083, 'y': 67.944832, 'z': -1266.557861}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3258.936035, 'y': 68.021347, 'z': -1378.699097}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 2806.251221, 'y': 82.576836, 'z': -1162.050537}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3409.597656, 'y': 305.178406, 'z': -1443.481689}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3009.914063, 'y': 110.255577, 'z': -1306.505249}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2998.338867, 'y': 101.33744, 'z': -1151.830322}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2775.641113, 'y': 149.121292, 'z': -1471.943726}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3551.390137, 'y': 149.884613, 'z': -1687.841919}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3553.890625, 'y': 47.582123, 'z': -1170.46167}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2939.876709, 'y': 112.415077, 'z': -1228.558228}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2903.30542, 'y': 150.982574, 'z': -1312.066284}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3046.032227, 'y': 102.029472, 'z': -1057.177246}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3107.395264, 'y': 99.894028, 'z': -1422.999023}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3249.266113, 'y': 153.899414, 'z': -1460.28479}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3002.760498, 'y': 110.852036, 'z': -1290.851196}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3529.419434, 'y': 190.380646, 'z': -1586.990967}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3364.675781, 'y': 57.907734, 'z': -994.963562}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3074.262451, 'y': 100.012207, 'z': -1014.96283}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2809.996338, 'y': 83.947441, 'z': -1132.156982}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3277.714111, 'y': 166.190369, 'z': -1606.912598}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3472.01416, 'y': 31.40131, 'z': -1090.665283}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3175.903564, 'y': 92.488953, 'z': -996.338989}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3173.662354, 'y': 75.224739, 'z': -1256.629883}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3309.481934, 'y': 50.123291, 'z': -1069.011597}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3641.497559, 'y': 295.728577, 'z': -1303.296021}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 2844.699463, 'y': 140.868591, 'z': -1448.862793}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3477.765381, 'y': 185.590271, 'z': -1556.304565}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3219.078369, 'y': 134.897507, 'z': -1578.863403}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3221.550293, 'y': 93.789635, 'z': -1009.34552}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3381.762695, 'y': 56.855316, 'z': -1005.171387}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2929.763672, 'y': 111.485069, 'z': -1178.059326}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3148.071777, 'y': 100.042732, 'z': -1456.676514}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 2683.461182, 'y': 137.871628, 'z': -1391.901733}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3236.200195, 'y': 67.875237, 'z': -1328.839478}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 2712.57959, 'y': 135.405914, 'z': -1412.140747}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3354.471436, 'y': 149.625916, 'z': -1538.442017}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3544.523438, 'y': 28.408358, 'z': -1092.55481}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3145.623047, 'y': 100.734192, 'z': -1043.286865}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3126.743652, 'y': 99.576965, 'z': -1391.543457}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3649.15332, 'y': 302.83551, 'z': -1409.057617}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3253.670166, 'y': 50.309101, 'z': -1148.191772}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3422.415039, 'y': 56.140015, 'z': -1061.773804}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 2743.57251, 'y': 134.266968, 'z': -1403.933228}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3146.378906, 'y': 150.423721, 'z': -1709.654419}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3456.946777, 'y': 27.0, 'z': -979.79187}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3197.029541, 'y': 83.347916, 'z': -924.48822}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3333.849854, 'y': 50.823853, 'z': -1113.098389}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 2974.977783, 'y': 111.342407, 'z': -1203.467041}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2824.701416, 'y': 148.554184, 'z': -1442.388428}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3310.822754, 'y': 47.774769, 'z': -1237.971313}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 2674.461426, 'y': 138.789276, 'z': -1399.615234}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3507.259766, 'y': 295.567322, 'z': -1463.17688}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ruins', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3062.259277, 'y': 99.890251, 'z': -1172.8479}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3165.698486, 'y': 99.981689, 'z': -1390.435181}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3517.74585, 'y': 27.0, 'z': -1043.293945}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3443.933105, 'y': 58.741657, 'z': -1094.358521}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3302.67334, 'y': 175.301254, 'z': -1635.866455}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 2716.691162, 'y': 88.806084, 'z': -1101.393799}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3009.145264, 'y': 110.576569, 'z': -1334.456177}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3255.842285, 'y': 149.149048, 'z': -1739.591553}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3133.11084, 'y': 97.839409, 'z': -998.44989}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3497.870361, 'y': 157.963028, 'z': -1588.597534}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3241.992676, 'y': 149.675781, 'z': -1747.044678}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 7}
{'position': {'x': 3747.810547, 'y': 27.0, 'z': -1330.070435}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3319.589111, 'y': 67.875237, 'z': -1273.999146}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3314.959717, 'y': 50.776756, 'z': -1124.867188}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3355.834473, 'y': 50.92152, 'z': -1118.90271}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3312.57373, 'y': 67.875237, 'z': -1306.902832}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3148.467529, 'y': 82.31443, 'z': -1196.380859}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3388.444824, 'y': 50.328762, 'z': -1162.261475}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3813.969727, 'y': 27.0, 'z': -1444.136108}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3581.976318, 'y': 27.0, 'z': -1101.755615}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3569.074463, 'y': 284.901855, 'z': -1288.772461}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3171.937256, 'y': 100.042732, 'z': -1464.649292}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3372.695313, 'y': 50.311543, 'z': -1180.310791}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3412.635742, 'y': 50.277573, 'z': -1126.548706}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 2778.576416, 'y': 151.791595, 'z': -1354.786621}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3236.552734, 'y': 50.112427, 'z': -1166.033691}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 7}
{'position': {'x': 3049.153564, 'y': 102.842834, 'z': -1252.684204}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2746.839111, 'y': 132.540253, 'z': -1385.741211}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3536.202637, 'y': 44.991154, 'z': -1155.528931}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3216.723633, 'y': 134.379852, 'z': -1570.017822}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3574.009033, 'y': 27.0, 'z': -1090.628662}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3267.278809, 'y': 145.272537, 'z': -1509.612671}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 7}
{'position': {'x': 3219.320801, 'y': 63.513329, 'z': -1132.158447}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3112.883545, 'y': 147.776459, 'z': -1574.107056}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3604.776855, 'y': 27.0, 'z': -1174.252563}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 2935.027832, 'y': 101.145073, 'z': -1134.430542}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3036.724365, 'y': 100.957695, 'z': -1052.784668}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 2836.878906, 'y': 75.991096, 'z': -1545.942139}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 2695.437012, 'y': 124.407394, 'z': -1360.37085}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3342.900635, 'y': 47.774769, 'z': -1230.026489}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3773.583008, 'y': 27.0, 'z': -1350.102417}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 7}
{'position': {'x': 3178.731689, 'y': 57.350246, 'z': -1298.582764}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3172.058105, 'y': 96.05806, 'z': -1019.30542}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3525.735107, 'y': 296.585999, 'z': -1430.697632}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 7}
{'position': {'x': 3032.208252, 'y': 101.754112, 'z': -1213.887817}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
{'position': {'x': 3548.795654, 'y': 149.972534, 'z': -1666.679932}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 7}
