X,Y,Z,Min Lvl,Max Lvl,Biome,Substance,area
1286.790405 , 204.524445 , -255.42157 , 55.0 , 67.0 , prairie , shiba_kare , 1
1352.58252 , 148.232925 , -476.267273 , 55.0 , 67.0 , prairie , shiba_kare , 1
1064.328125 , 151.074005 , -634.255127 , 55.0 , 67.0 , prairie , shiba_kare , 1
1078.041016 , 186.601105 , -841.180908 , 55.0 , 67.0 , prairie , shiba , 1
1383.63208 , 164.007904 , -665.520447 , 55.0 , 67.0 , volcano , shiba , 1
1491.560181 , 147.87999 , -524.368958 , 55.0 , 67.0 , lake , doro , 1
1104.46936 , 166.498718 , -476.078827 , 55.0 , 67.0 , prairie , shiba_kare , 1
1421.74939 , 147.87999 , -499.068817 , 55.0 , 67.0 , bamboo_forest , doro , 1
1050.345215 , 189.701813 , -295.505524 , 55.0 , 67.0 , prairie , shiba_kare , 1
1770.57373 , 162.313721 , -709.807251 , 55.0 , 67.0 , prairie , shiba , 1
1125.005859 , 182.096024 , -855.669861 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1788.935059 , 163.812302 , -694.020203 , 55.0 , 67.0 , prairie , shiba , 1
1723.523682 , 148.577545 , -951.129395 , 55.0 , 67.0 , prairie , shiba_kare , 1
1130.145752 , 174.533203 , -925.881226 , 55.0 , 67.0 , prairie , shiba_kare , 1
1704.610718 , 142.967056 , -910.353882 , 55.0 , 67.0 , prairie , doro , 1
1425.868774 , 138.680344 , -851.675049 , 55.0 , 67.0 , prairie , shiba , 1
1162.772949 , 150.09462 , -622.825562 , 55.0 , 67.0 , prairie , shiba_kare , 1
1314.178101 , 151.178818 , -552.159912 , 55.0 , 67.0 , prairie , shiba_kare , 1
1592.832153 , 148.448395 , -588.770081 , 55.0 , 67.0 , prairie , shiba_kare , 1
1719.755249 , 150.837723 , -761.907837 , 55.0 , 67.0 , prairie , shiba , 1
1180.533325 , 173.320618 , -816.656738 , 55.0 , 67.0 , prairie , shiba , 1
1686.10022 , 142.14473 , -848.813354 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1815.84436 , 156.647797 , -762.911865 , 55.0 , 67.0 , prairie , shiba , 1
1218.833008 , 165.266342 , -914.509766 , 55.0 , 67.0 , prairie , shiba_kare , 1
1809.444458 , 153.040237 , -920.11084 , 55.0 , 67.0 , prairie , shiba , 1
1559.878418 , 150.698196 , -683.015869 , 55.0 , 67.0 , prairie , shiba_kare , 1
1540.073486 , 144.018021 , -976.778992 , 55.0 , 67.0 , prairie , shiba_kare , 1
1519.963989 , 151.01355 , -333.876648 , 55.0 , 67.0 , prairie , shiba_kare , 1
1636.176147 , 141.111984 , -924.595947 , 55.0 , 67.0 , prairie , shiba , 1
1029.953491 , 147.860352 , -672.328796 , 55.0 , 67.0 , prairie , shiba_kare , 1
1064.515991 , 204.712723 , -153.883224 , 55.0 , 67.0 , prairie , shiba , 1
1058.245117 , 192.238113 , -273.769958 , 55.0 , 67.0 , prairie , shiba_kare , 1
1153.418091 , 209.107681 , -198.264832 , 55.0 , 67.0 , prairie , shiba , 1
1224.433472 , 183.116638 , -393.66449 , 55.0 , 67.0 , prairie , shiba_kare , 1
1041.659424 , 200.121201 , -212.66893 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1259.749634 , 147.720398 , -670.804871 , 55.0 , 67.0 , prairie , shiba_kare , 1
1524.964233 , 150.87973 , -636.528259 , 55.0 , 67.0 , prairie , shiba_kare , 1
1657.311401 , 148.723114 , -621.380127 , 55.0 , 67.0 , prairie , shiba_kare , 1
1155.598755 , 186.097366 , -434.440674 , 55.0 , 67.0 , prairie , shiba , 1
1485.060425 , 150.827057 , -599.766846 , 55.0 , 67.0 , prairie , shiba_kare , 1
1028.958618 , 158.020584 , -579.74707 , 55.0 , 67.0 , prairie , shiba_kare , 1
1462.869141 , 157.604492 , -338.654419 , 55.0 , 67.0 , prairie , shiba , 1
1602.279175 , 148.287628 , -616.973267 , 55.0 , 67.0 , prairie , shiba_kare , 1
1535.613159 , 140.019897 , -941.045471 , 55.0 , 67.0 , prairie , shiba , 1
1054.326294 , 188.832962 , -319.586884 , 55.0 , 67.0 , prairie , shiba_kare , 1
1328.263062 , 204.079178 , -224.199158 , 55.0 , 67.0 , prairie , shiba_kare , 1
1383.018311 , 158.474609 , -952.924011 , 55.0 , 67.0 , prairie , shiba_kare , 1
1108.577637 , 184.755142 , -336.528839 , 55.0 , 67.0 , rocky_area , tsuchi_sado , 1
1219.008545 , 148.214111 , -684.841797 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1125.254639 , 193.488632 , -271.911102 , 55.0 , 67.0 , prairie , shiba , 1
1707.227661 , 156.922226 , -683.23877 , 55.0 , 67.0 , prairie , shiba , 1
1324.713745 , 151.471863 , -536.357605 , 55.0 , 67.0 , prairie , shiba_kare , 1
1179.739136 , 171.23407 , -902.370239 , 55.0 , 67.0 , prairie , shiba_kare , 1
1275.082642 , 203.736603 , -317.77533 , 55.0 , 67.0 , rocky_area , iwa , 1
1516.017578 , 137.680283 , -877.935791 , 55.0 , 67.0 , volcano , doro , 1
1429.752319 , 147.87999 , -453.560791 , 55.0 , 67.0 , bamboo_forest , doro , 1
1454.668091 , 147.87999 , -485.063965 , 55.0 , 67.0 , lake , doro , 1
1190.582031 , 183.087189 , -375.75827 , 55.0 , 67.0 , prairie , shiba_kare , 1
1462.90918 , 148.049805 , -472.717743 , 55.0 , 67.0 , prairie , shiba_kare , 1
1205.552368 , 211.361206 , -269.731201 , 55.0 , 67.0 , prairie , shiba , 1
1683.307373 , 156.906876 , -583.935547 , 55.0 , 67.0 , prairie , shiba_kare , 1
1531.385376 , 142.212769 , -960.875061 , 55.0 , 67.0 , prairie , shiba_kare , 1
1251.261597 , 144.748276 , -737.106628 , 55.0 , 67.0 , prairie , shiba_kare , 1
1811.438965 , 154.504745 , -928.959045 , 55.0 , 67.0 , prairie , shiba , 1
1245.975952 , 161.50856 , -959.203613 , 55.0 , 67.0 , prairie , shiba_kare , 1
1500.911133 , 152.944412 , -629.267212 , 55.0 , 67.0 , prairie , shiba_kare , 1
1474.235718 , 149.18689 , -366.562744 , 55.0 , 67.0 , prairie , shiba_kare , 1
1472.41272 , 155.613739 , -626.331787 , 55.0 , 67.0 , prairie , shiba_kare , 1
1301.765625 , 166.066437 , -410.537964 , 55.0 , 67.0 , prairie , shiba , 1
1689.292847 , 143.993042 , -810.776733 , 55.0 , 67.0 , prairie , shiba_kare , 1
1524.4552 , 146.733307 , -748.706543 , 55.0 , 67.0 , prairie , shiba , 1
1494.332764 , 160.576538 , -307.109039 , 55.0 , 67.0 , prairie , shiba , 1
1560.264893 , 145.875305 , -734.202393 , 55.0 , 67.0 , prairie , shiba_kare , 1
1214.577148 , 183.177673 , -373.061523 , 55.0 , 67.0 , prairie , shiba_kare , 1
1476.962646 , 138.680344 , -894.515625 , 55.0 , 67.0 , prairie , shiba , 1
1167.102417 , 166.822144 , -505.007172 , 55.0 , 67.0 , prairie , shiba , 1
1172.830688 , 175.800049 , -857.573425 , 55.0 , 67.0 , prairie , shiba_kare , 1
1012.78772 , 188.810959 , -810.745239 , 55.0 , 67.0 , prairie , shiba_kare , 1
1246.737183 , 155.241913 , -822.503723 , 55.0 , 67.0 , prairie , shiba , 1
1121.013916 , 183.761124 , -341.779205 , 55.0 , 67.0 , prairie , shiba , 1
1107.576294 , 204.183289 , -198.264603 , 55.0 , 67.0 , prairie , shiba , 1
1734.286255 , 152.481308 , -969.187317 , 55.0 , 67.0 , prairie , shiba , 1
1225.232544 , 183.170532 , -373.275421 , 55.0 , 67.0 , prairie , shiba_kare , 1
1188.328003 , 148.477081 , -723.228516 , 55.0 , 67.0 , prairie , shiba_kare , 1
1228.136841 , 160.248581 , -991.544373 , 55.0 , 67.0 , prairie , shiba_kare , 1
1809.995117 , 155.095825 , -940.929199 , 55.0 , 67.0 , prairie , shiba , 1
1258.575806 , 160.053802 , -977.976379 , 55.0 , 67.0 , prairie , shiba_kare , 1
1365.630371 , 158.74881 , -923.879211 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1820.144653 , 146.615387 , -805.994995 , 55.0 , 67.0 , prairie , shiba_kare , 1
1214.50293 , 150.034531 , -740.113953 , 55.0 , 67.0 , prairie , shiba , 1
1342.944336 , 165.666183 , -608.586853 , 55.0 , 67.0 , rocky_area , iwa , 1
1258.254028 , 158.259201 , -833.358643 , 55.0 , 67.0 , prairie , shiba , 1
1631.744385 , 145.86264 , -700.916565 , 55.0 , 67.0 , prairie , shiba_kare , 1
1507.814941 , 153.9897 , -654.605591 , 55.0 , 67.0 , prairie , shiba , 1
1251.806641 , 159.834259 , -834.728271 , 55.0 , 67.0 , prairie , shiba , 1
1067.226685 , 187.392471 , -308.644989 , 55.0 , 67.0 , prairie , shiba , 1
1449.995972 , 158.703568 , -640.446838 , 55.0 , 67.0 , prairie , shiba , 1
1540.828613 , 151.476105 , -660.83197 , 55.0 , 67.0 , prairie , shiba_kare , 1
1750.329346 , 162.035614 , -711.687927 , 55.0 , 67.0 , prairie , shiba , 1
1796.940552 , 154.123367 , -932.293701 , 55.0 , 67.0 , prairie , shiba , 1
1770.614258 , 163.346695 , -685.454834 , 55.0 , 67.0 , prairie , shiba , 1
1214.662842 , 148.477081 , -650.647888 , 55.0 , 67.0 , prairie , shiba_kare , 1
1163.394165 , 184.544907 , -423.534241 , 55.0 , 67.0 , prairie , shiba_kare , 1
1191.746948 , 199.079712 , -292.764709 , 55.0 , 67.0 , prairie , shiba , 1
1404.712769 , 148.049805 , -398.523132 , 55.0 , 67.0 , prairie , shiba_kare , 1
1412.484985 , 161.194519 , -629.739685 , 55.0 , 67.0 , prairie , shiba , 1
1275.228271 , 173.334091 , -445.037537 , 55.0 , 67.0 , prairie , shiba_kare , 1
1527.459473 , 150.284088 , -356.242188 , 55.0 , 67.0 , prairie , shiba_kare , 1
1506.565186 , 145.560593 , -762.876953 , 55.0 , 67.0 , prairie , shiba , 1
1435.071899 , 148.049805 , -392.234711 , 55.0 , 67.0 , prairie , shiba_kare , 1
1661.249634 , 140.453461 , -846.8172 , 55.0 , 67.0 , prairie , shiba_kare , 1
1127.069824 , 176.844193 , -910.440613 , 55.0 , 67.0 , prairie , shiba_kare , 1
1658.6073 , 144.229279 , -740.507446 , 55.0 , 67.0 , prairie , shiba , 1
1164.684204 , 185.243988 , -319.968353 , 55.0 , 67.0 , prairie , shiba , 1
1531.583862 , 140.38327 , -944.38147 , 55.0 , 67.0 , prairie , shiba , 1
1312.667603 , 148.76268 , -598.283142 , 55.0 , 67.0 , prairie , doro , 1
1394.423584 , 163.964615 , -665.427551 , 55.0 , 67.0 , prairie , shiba , 1
1583.990356 , 147.98877 , -622.546814 , 55.0 , 67.0 , prairie , shiba_kare , 1
1392.402954 , 164.316666 , -737.614258 , 55.0 , 67.0 , prairie , shiba_kare , 1
1005.409851 , 158.781799 , -558.542419 , 55.0 , 67.0 , prairie , shiba_kare , 1
1467.881226 , 147.87999 , -487.197235 , 55.0 , 67.0 , lake , shiba_kare , 1
1073.311523 , 187.572235 , -305.651855 , 55.0 , 67.0 , prairie , shiba , 1
1429.264282 , 147.87999 , -416.260101 , 55.0 , 67.0 , lake , doro , 1
1220.955078 , 183.063477 , -396.548065 , 55.0 , 67.0 , prairie , shiba_kare , 1
1200.671387 , 152.141449 , -583.380249 , 55.0 , 67.0 , prairie , shiba_kare , 1
1608.106445 , 149.862732 , -501.393188 , 55.0 , 67.0 , prairie , shiba_kare , 1
1322.781982 , 157.375992 , -403.245483 , 55.0 , 67.0 , prairie , shiba , 1
1479.129272 , 148.37204 , -393.740204 , 55.0 , 67.0 , prairie , shiba_kare , 1
1037.704102 , 188.018112 , -831.111328 , 55.0 , 67.0 , prairie , shiba , 1
1251.624756 , 165.22551 , -496.069611 , 55.0 , 67.0 , prairie , shiba_kare , 1
1747.123779 , 158.882538 , -609.316589 , 55.0 , 67.0 , prairie , shiba , 1
1563.907349 , 145.387726 , -735.332581 , 55.0 , 67.0 , prairie , shiba_kare , 1
1015.694763 , 205.058289 , -161.628326 , 55.0 , 67.0 , prairie , shiba , 1
1481.071045 , 158.781677 , -334.976288 , 55.0 , 67.0 , prairie , shiba , 1
1810.739746 , 154.814774 , -933.139282 , 55.0 , 67.0 , prairie , shiba , 1
1546.238647 , 137.680283 , -841.36676 , 55.0 , 67.0 , volcano , doro , 1
1027.811279 , 149.972534 , -930.668579 , 55.0 , 67.0 , prairie , shiba_kare , 1
1261.650513 , 179.737579 , -422.177643 , 55.0 , 67.0 , prairie , shiba , 1
1523.244141 , 147.103699 , -553.509888 , 55.0 , 67.0 , prairie , shiba_kare , 1
1040.276123 , 195.078232 , -257.466095 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1395.612183 , 163.71936 , -660.470276 , 55.0 , 67.0 , prairie , shiba , 1
1048.205444 , 186.675079 , -779.232422 , 55.0 , 67.0 , prairie , shiba_kare , 1
1011.780212 , 176.862991 , -407.714783 , 55.0 , 67.0 , prairie , shiba , 1
1211.802979 , 177.029007 , -465.885651 , 55.0 , 67.0 , prairie , shiba , 1
1769.537964 , 152.33226 , -912.66925 , 55.0 , 67.0 , prairie , shiba , 1
1444.726929 , 158.963898 , -636.308594 , 55.0 , 67.0 , prairie , shiba , 1
1694.326782 , 153.479691 , -626.988037 , 55.0 , 67.0 , prairie , shiba , 1
1650.348145 , 142.174316 , -929.533691 , 55.0 , 67.0 , prairie , shiba_kare , 1
1211.772705 , 172.856659 , -495.237762 , 55.0 , 67.0 , prairie , shiba , 1
1759.335815 , 160.658295 , -642.036316 , 55.0 , 67.0 , prairie , shiba , 1
1384.82666 , 158.579025 , -936.264526 , 55.0 , 67.0 , prairie , shiba_kare , 1
1520.133545 , 147.134232 , -555.00708 , 55.0 , 67.0 , prairie , shiba_kare , 1
1187.211548 , 168.729004 , -923.940613 , 55.0 , 67.0 , prairie , shiba_kare , 1
1285.878174 , 157.548828 , -992.642578 , 55.0 , 67.0 , prairie , shiba , 1
1665.418579 , 146.897079 , -977.381226 , 55.0 , 67.0 , prairie , shiba_kare , 1
1758.879272 , 148.376923 , -762.407776 , 55.0 , 67.0 , prairie , shiba_kare , 1
1055.909058 , 187.588989 , -821.172974 , 55.0 , 67.0 , prairie , shiba , 1
1183.911011 , 170.990143 , -889.233093 , 55.0 , 67.0 , prairie , shiba , 1
1528.116699 , 139.550003 , -790.838318 , 55.0 , 67.0 , prairie , shiba , 1
1536.895874 , 148.531448 , -478.368622 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1440.635376 , 163.435852 , -923.974304 , 55.0 , 67.0 , rocky_area , iwa , 1
1496.628662 , 152.604691 , -720.917664 , 55.0 , 67.0 , prairie , shiba , 1
1643.523071 , 146.264023 , -981.698853 , 55.0 , 67.0 , prairie , shiba_kare , 1
1029.851318 , 189.257294 , -790.943542 , 55.0 , 67.0 , prairie , shiba_kare , 1
1347.494263 , 158.731613 , -938.831848 , 55.0 , 67.0 , prairie , shiba_kare , 1
1461.304321 , 138.680344 , -847.19574 , 55.0 , 67.0 , prairie , shiba , 1
1153.984009 , 181.308929 , -845.161438 , 55.0 , 67.0 , prairie , shiba , 1
1599.585571 , 141.063431 , -749.917236 , 55.0 , 67.0 , prairie , shiba_kare , 1
1175.010376 , 148.313538 , -705.28125 , 55.0 , 67.0 , bamboo_forest , doro , 1
1469.205078 , 148.23027 , -388.235626 , 55.0 , 67.0 , prairie , shiba_kare , 1
1364.492065 , 148.538116 , -528.792969 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1499.157593 , 138.624954 , -861.654236 , 55.0 , 67.0 , volcano , doro , 1
1326.535156 , 158.914734 , -904.905823 , 55.0 , 67.0 , prairie , shiba_kare , 1
1175.180664 , 179.823883 , -461.128754 , 55.0 , 67.0 , prairie , shiba , 1
1570.984619 , 139.232697 , -931.347107 , 55.0 , 67.0 , prairie , shiba , 1
1398.027588 , 164.011169 , -671.455383 , 55.0 , 67.0 , prairie , shiba , 1
1273.593506 , 170.484268 , -469.021027 , 55.0 , 67.0 , prairie , shiba_kare , 1
1332.119751 , 149.202652 , -559.702942 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1139.900757 , 208.365128 , -227.06398 , 55.0 , 67.0 , prairie , shiba , 1
1211.169189 , 148.349396 , -690.200317 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1018.366821 , 158.495819 , -573.014526 , 55.0 , 67.0 , prairie , shiba_kare , 1
1731.055542 , 160.567505 , -702.454163 , 55.0 , 67.0 , prairie , shiba , 1
1577.237061 , 139.322098 , -931.975159 , 55.0 , 67.0 , prairie , shiba , 1
1022.067139 , 197.401932 , -244.448303 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1046.930176 , 168.63588 , -443.233368 , 55.0 , 67.0 , prairie , shiba_kare , 1
1679.253662 , 160.921188 , -515.533447 , 55.0 , 67.0 , prairie , shiba , 1
1248.945435 , 166.508408 , -485.133209 , 55.0 , 67.0 , prairie , shiba_kare , 1
1777.283325 , 163.697189 , -684.75116 , 55.0 , 67.0 , prairie , shiba , 1
1426.522095 , 156.123428 , -323.29538 , 55.0 , 67.0 , prairie , shiba , 1
1400.459717 , 158.102753 , -987.038696 , 55.0 , 67.0 , prairie , shiba_kare , 1
1004.869568 , 194.204895 , -282.158844 , 55.0 , 67.0 , prairie , shiba_kare , 1
1320.76416 , 204.126053 , -239.517441 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1005.588562 , 175.297348 , -415.435333 , 55.0 , 67.0 , prairie , shiba , 1
1364.651978 , 148.580887 , -540.695923 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1075.960449 , 147.794418 , -676.569336 , 55.0 , 67.0 , prairie , shiba_kare , 1
1077.075806 , 161.027405 , -514.009338 , 55.0 , 67.0 , prairie , shiba_kare , 1
1340.791992 , 204.153214 , -253.360962 , 55.0 , 67.0 , prairie , shiba_kare , 1
1439.193848 , 158.833176 , -978.835999 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1032.411743 , 189.026108 , -800.560181 , 55.0 , 67.0 , prairie , shiba_kare , 1
1690.299683 , 142.216522 , -916.849121 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1142.149414 , 208.67778 , -224.141586 , 55.0 , 67.0 , prairie , shiba , 1
1728.504761 , 161.059219 , -709.732971 , 55.0 , 67.0 , prairie , shiba , 1
1049.323853 , 152.602829 , -623.596741 , 55.0 , 67.0 , prairie , shiba , 1
1067.957153 , 158.514053 , -538.395874 , 55.0 , 67.0 , prairie , shiba_kare , 1
1234.446289 , 146.717102 , -801.137146 , 55.0 , 67.0 , prairie , shiba , 1
1213.924683 , 147.313751 , -720.399902 , 55.0 , 67.0 , prairie , shiba_kare , 1
1117.162231 , 154.405762 , -564.694153 , 55.0 , 67.0 , prairie , shiba , 1
1211.696167 , 163.481308 , -961.934021 , 55.0 , 67.0 , prairie , shiba_kare , 1
1256.430176 , 143.101425 , -780.815613 , 55.0 , 67.0 , prairie , shiba , 1
1204.868774 , 210.927902 , -271.991241 , 55.0 , 67.0 , prairie , shiba , 1
1158.276978 , 169.037384 , -952.240173 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1512.399048 , 140.864243 , -791.474915 , 55.0 , 67.0 , prairie , shiba , 1
1660.529297 , 143.439758 , -943.993164 , 55.0 , 67.0 , prairie , shiba_kare , 1
1354.019409 , 209.071136 , -271.688721 , 55.0 , 67.0 , rocky_area , iwa , 1
1248.252686 , 165.93045 , -489.339203 , 55.0 , 67.0 , prairie , shiba , 1
1815.190552 , 150.88591 , -897.437866 , 55.0 , 67.0 , prairie , shiba , 1
1370.508423 , 138.680344 , -829.796143 , 55.0 , 67.0 , prairie , shiba_kare , 1
1334.762817 , 165.073914 , -744.605896 , 55.0 , 67.0 , rocky_area , iwa , 1
1337.017578 , 148.416153 , -483.401917 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1144.249268 , 209.001251 , -228.117599 , 55.0 , 67.0 , prairie , shiba , 1
1102.189331 , 172.442673 , -375.203674 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1019.890686 , 149.839233 , -890.304321 , 55.0 , 67.0 , prairie , shiba_kare , 1
1512.465088 , 148.049805 , -501.401489 , 55.0 , 67.0 , prairie , shiba_kare , 1
1368.298096 , 148.352814 , -515.110779 , 55.0 , 67.0 , prairie , shiba_kare , 1
1424.926392 , 148.049805 , -358.183624 , 55.0 , 67.0 , prairie , shiba_kare , 1
1679.911865 , 144.910095 , -779.948853 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1658.159912 , 148.551056 , -673.349304 , 55.0 , 67.0 , prairie , shiba_kare , 1
1211.085693 , 182.523483 , -440.109558 , 55.0 , 67.0 , prairie , shiba_kare , 1
1694.209839 , 144.329376 , -811.77533 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1118.31189 , 183.200027 , -357.555725 , 55.0 , 67.0 , prairie , shiba_kare , 1
1720.632202 , 148.160263 , -950.735229 , 55.0 , 67.0 , prairie , shiba_kare , 1
1375.865845 , 158.826599 , -908.212341 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1732.768677 , 145.866226 , -839.57489 , 55.0 , 67.0 , prairie , shiba_kare , 1
1673.791138 , 160.87323 , -551.148621 , 55.0 , 67.0 , prairie , shiba , 1
1022.904785 , 162.070679 , -489.124969 , 55.0 , 67.0 , prairie , shiba_kare , 1
1446.443848 , 158.613754 , -967.90802 , 55.0 , 67.0 , prairie , shiba_kare , 1
1598.532715 , 146.590393 , -663.045593 , 55.0 , 67.0 , prairie , shiba_kare , 1
1167.582397 , 175.746246 , -864.908386 , 55.0 , 67.0 , prairie , shiba , 1
1273.634766 , 204.543442 , -196.118225 , 55.0 , 67.0 , prairie , tsuchi_sado , 1
1590.935303 , 140.82019 , -760.630615 , 55.0 , 67.0 , prairie , shiba_kare , 1
1281.883301 , 160.594971 , -909.677429 , 55.0 , 67.0 , prairie , shiba_kare , 1
1124.464355 , 166.740829 , -474.922821 , 55.0 , 67.0 , prairie , shiba , 1
1739.351074 , 159.519028 , -623.937012 , 55.0 , 67.0 , prairie , shiba , 1
1700.779053 , 152.44426 , -991.485901 , 55.0 , 67.0 , prairie , shiba , 1
1061.566406 , 157.703598 , -554.293091 , 55.0 , 67.0 , prairie , shiba_kare , 1
1793.287109 , 147.016174 , -887.824158 , 55.0 , 67.0 , prairie , shiba_kare , 1
1704.062134 , 157.985718 , -697.618225 , 55.0 , 67.0 , prairie , shiba , 1
1243.748535 , 207.395615 , -218.281647 , 55.0 , 67.0 , prairie , shiba_kare , 1
1507.796631 , 153.148468 , -706.370239 , 55.0 , 67.0 , prairie , shiba , 1
1082.596436 , 150.484787 , -637.185913 , 55.0 , 67.0 , prairie , shiba_kare , 1
