{'position': {'x': 1418.115356, 'y': 101.407539, 'z': -364.868439}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1528.271729, 'y': 144.955292, 'z': -548.981018}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1388.563477, 'y': 106.822037, 'z': -402.094269}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1324.177734, 'y': 155.748688, 'z': -651.110962}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1504.340942, 'y': 115.660278, 'z': -463.461914}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1274.455078, 'y': 158.159592, 'z': -679.604492}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1422.806641, 'y': 103.382385, 'z': -381.750244}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1285.192627, 'y': 157.97702, 'z': -676.89209}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1214.404663, 'y': 181.479034, 'z': -672.411011}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1355.635376, 'y': 152.87854, 'z': -631.34491}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1263.545776, 'y': 107.707047, 'z': -447.076233}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1445.955811, 'y': 113.357208, 'z': -429.074066}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1283.232178, 'y': 109.709457, 'z': -476.673553}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1333.745361, 'y': 107.198799, 'z': -447.129181}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1386.40564, 'y': 113.425903, 'z': -460.526978}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1493.176147, 'y': 101.995155, 'z': -362.945435}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1319.231689, 'y': 107.749542, 'z': -391.009399}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1474.205078, 'y': 130.935333, 'z': -496.499146}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1519.522583, 'y': 138.518265, 'z': -524.383301}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1373.027588, 'y': 138.226685, 'z': -597.690491}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1517.668213, 'y': 103.067657, 'z': -388.278442}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1607.143066, 'y': 108.883194, 'z': -516.372803}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1451.515747, 'y': 109.125313, 'z': -409.277252}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1275.0979, 'y': 159.860794, 'z': -654.394348}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1325.979614, 'y': 132.358093, 'z': -579.613159}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1489.27063, 'y': 105.978325, 'z': -396.974304}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1501.80542, 'y': 136.853104, 'z': -514.721802}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1495.852783, 'y': 121.189659, 'z': -480.062225}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1310.849731, 'y': 164.031677, 'z': -695.610718}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1445.154663, 'y': 101.276993, 'z': -346.390198}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1416.662109, 'y': 130.273453, 'z': -498.604706}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1507.961548, 'y': 106.977859, 'z': -424.981049}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1629.433716, 'y': 110.170891, 'z': -557.846802}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1361.733521, 'y': 106.879082, 'z': -443.288788}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1435.56311, 'y': 112.844414, 'z': -429.591553}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1500.666504, 'y': 108.900635, 'z': -429.038239}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1346.596802, 'y': 150.145294, 'z': -622.241272}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1281.727661, 'y': 106.909599, 'z': -429.345032}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1317.802612, 'y': 127.726166, 'z': -560.784363}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1532.087891, 'y': 108.82991, 'z': -459.490601}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1390.454224, 'y': 130.110779, 'z': -737.018677}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1264.209839, 'y': 107.717056, 'z': -455.086243}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1515.827637, 'y': 103.171204, 'z': -395.671661}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1380.515015, 'y': 128.312164, 'z': -746.607239}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1502.30481, 'y': 109.989799, 'z': -433.333923}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1289.035034, 'y': 154.124756, 'z': -634.014526}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1513.077026, 'y': 146.364578, 'z': -556.531128}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1551.804077, 'y': 119.740486, 'z': -504.052277}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1476.721436, 'y': 116.185783, 'z': -453.057068}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1244.19397, 'y': 175.146439, 'z': -623.734314}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1500.412231, 'y': 137.383942, 'z': -516.051331}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1525.777466, 'y': 145.957291, 'z': -550.839355}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1474.436279, 'y': 116.920425, 'z': -455.234009}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1220.356445, 'y': 176.160553, 'z': -635.064758}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1339.481201, 'y': 132.333771, 'z': -575.355042}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1532.051758, 'y': 137.022751, 'z': -526.253662}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1436.593872, 'y': 136.254822, 'z': -506.597382}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1328.796997, 'y': 115.559189, 'z': -490.34729}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1408.779785, 'y': 101.26284, 'z': -335.958984}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1334.994263, 'y': 106.879082, 'z': -396.447693}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1388.067139, 'y': 163.48674, 'z': -672.45575}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1316.799927, 'y': 154.310364, 'z': -647.867126}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1483.481934, 'y': 106.284081, 'z': -397.608032}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1421.77063, 'y': 105.50074, 'z': -393.225891}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1399.650757, 'y': 125.247353, 'z': -499.645172}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1463.083374, 'y': 110.838112, 'z': -418.569153}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1251.951904, 'y': 107.867455, 'z': -443.471985}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1440.756348, 'y': 124.723419, 'z': -476.879456}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1353.726196, 'y': 127.450645, 'z': -529.030762}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1428.318359, 'y': 135.399109, 'z': -506.164307}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1487.803467, 'y': 103.12175, 'z': -371.928589}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1351.654053, 'y': 115.577126, 'z': -489.142151}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1484.31189, 'y': 103.333839, 'z': -371.006592}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1452.810669, 'y': 126.960052, 'z': -482.359253}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1587.450562, 'y': 106.915741, 'z': -485.107056}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1533.488892, 'y': 109.765831, 'z': -465.358948}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1630.930542, 'y': 107.829414, 'z': -522.77356}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1408.927002, 'y': 116.159111, 'z': -460.020081}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1371.044312, 'y': 107.700577, 'z': -383.513}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1472.891113, 'y': 126.567169, 'z': -484.088043}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1440.830078, 'y': 114.699402, 'z': -436.023987}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1427.080811, 'y': 105.465469, 'z': -391.809875}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1470.621216, 'y': 127.002159, 'z': -484.59375}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1493.256226, 'y': 105.7631, 'z': -396.99646}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1564.575928, 'y': 104.039558, 'z': -452.419769}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1496.310303, 'y': 109.357811, 'z': -427.492432}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1257.684082, 'y': 108.310356, 'z': -464.729309}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1428.837402, 'y': 101.866379, 'z': -368.490112}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1479.306885, 'y': 102.929169, 'z': -365.785675}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1354.636841, 'y': 111.740128, 'z': -464.504517}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1267.210327, 'y': 107.688362, 'z': -420.018616}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1311.449585, 'y': 163.592987, 'z': -691.66925}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1265.892334, 'y': 109.706665, 'z': -505.935211}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1472.583984, 'y': 105.371101, 'z': -387.106781}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1505.96814, 'y': 162.532715, 'z': -636.528076}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1356.761353, 'y': 106.662689, 'z': -378.16095}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1446.153931, 'y': 107.907402, 'z': -402.095642}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1297.767456, 'y': 155.822754, 'z': -651.734619}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1304.11792, 'y': 107.456413, 'z': -394.530182}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1369.115967, 'y': 133.268311, 'z': -541.880005}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1555.049072, 'y': 106.858116, 'z': -460.650757}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1441.614502, 'y': 140.365723, 'z': -541.422729}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1288.47644, 'y': 154.864059, 'z': -701.413757}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1362.974243, 'y': 107.445976, 'z': -449.063385}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1406.773926, 'y': 163.71019, 'z': -673.624939}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1463.355835, 'y': 103.832802, 'z': -372.31662}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
