X,Y,Z,Min Lvl,Max Lvl,Biome,Substance,area
1237.489624 , 104.44635 , -367.69693 , 9.0 , 12.0 , prairie , shiba , 1
1363.531006 , 101.463684 , -345.157104 , 9.0 , 12.0 , riverside , kawasuna , 1
841.329773 , 105.070129 , -359.263306 , 9.0 , 12.0 , prairie , shiba , 1
1225.098877 , 102.699951 , -334.049408 , 9.0 , 12.0 , prairie , shiba , 1
830.403564 , 106.562881 , -300.860687 , 9.0 , 12.0 , rocky_area , iwa , 1
1123.476807 , 107.083893 , -459.015533 , 9.0 , 12.0 , swamp , doro , 1
1043.111084 , 98.962883 , -351.102478 , 9.0 , 12.0 , prairie , shiba , 1
1033.14502 , 98.973068 , -346.331451 , 9.0 , 12.0 , prairie , shiba , 1
1066.91626 , 99.183929 , -377.665222 , 9.0 , 12.0 , swamp , doro , 1
1077.840332 , 101.820526 , -391.753082 , 9.0 , 12.0 , swamp , doro , 1
963.55658 , 99.925125 , -348.800201 , 9.0 , 12.0 , prairie , shiba , 1
789.907227 , 100.925453 , -333.174103 , 9.0 , 12.0 , prairie , shiba , 1
1126.944824 , 101.694054 , -372.440186 , 9.0 , 12.0 , prairie , doro , 1
1254.09729 , 103.767464 , -358.452789 , 9.0 , 12.0 , prairie , shiba , 1
1169.178101 , 103.417389 , -403.849396 , 9.0 , 12.0 , swamp , doro , 1
1140.091309 , 104.010895 , -399.390625 , 9.0 , 12.0 , prairie , doro , 1
1251.11792 , 103.814247 , -356.293671 , 9.0 , 12.0 , prairie , shiba , 1
1218.184448 , 104.443405 , -406.574615 , 9.0 , 12.0 , prairie , shiba , 1
778.883789 , 115.079056 , -359.464417 , 9.0 , 12.0 , prairie , iwa , 1
966.349182 , 99.984421 , -340.509216 , 9.0 , 12.0 , prairie , shiba , 1
836.617371 , 104.454651 , -328.794586 , 9.0 , 12.0 , prairie , shiba , 1
1272.899902 , 103.707237 , -353.360901 , 9.0 , 12.0 , prairie , shiba , 1
956.185852 , 100.711349 , -324.177429 , 9.0 , 12.0 , prairie , shiba , 1
1122.346436 , 99.406509 , -350.50061 , 9.0 , 12.0 , prairie , shiba , 1
1089.490112 , 99.802345 , -366.696594 , 9.0 , 12.0 , prairie , shiba , 1
1090.306274 , 108.482254 , -471.514496 , 9.0 , 12.0 , swamp , doro , 1
817.095398 , 102.968987 , -332.778015 , 9.0 , 12.0 , prairie , shiba , 1
1337.235229 , 101.077621 , -374.856262 , 9.0 , 12.0 , riverside , kawasuna , 1
1340.350586 , 104.564301 , -337.015259 , 9.0 , 12.0 , prairie , shiba , 1
1233.009521 , 104.251656 , -404.615753 , 9.0 , 12.0 , prairie , shiba , 1
1222.036377 , 102.984718 , -341.502594 , 9.0 , 12.0 , prairie , shiba , 1
940.297729 , 103.704727 , -278.540619 , 9.0 , 12.0 , prairie , shiba , 1
1112.88855 , 99.227264 , -352.713684 , 9.0 , 12.0 , prairie , shiba , 1
1149.687012 , 108.645187 , -448.47818 , 9.0 , 12.0 , prairie , doro , 1
890.779053 , 105.926132 , -295.365662 , 9.0 , 12.0 , prairie , shiba , 1
899.606079 , 104.611595 , -309.082825 , 9.0 , 12.0 , prairie , shiba , 1
1209.14978 , 108.352051 , -362.254913 , 9.0 , 12.0 , prairie , shiba , 1
1206.516113 , 106.766571 , -334.390503 , 9.0 , 12.0 , prairie , shiba , 1
873.695313 , 106.201973 , -304.315735 , 9.0 , 12.0 , prairie , shiba , 1
1192.171997 , 105.909225 , -434.815765 , 9.0 , 12.0 , prairie , shiba , 1
813.878967 , 103.436249 , -314.927094 , 9.0 , 12.0 , prairie , shiba , 1
1328.155396 , 101.060432 , -375.347351 , 9.0 , 12.0 , riverside , kawasuna , 1
1271.55188 , 101.0 , -400.552612 , 9.0 , 12.0 , riverside , kawasuna , 1
1205.37207 , 104.849785 , -425.82428 , 9.0 , 12.0 , prairie , shiba , 1
1224.967041 , 103.003143 , -449.627716 , 9.0 , 12.0 , riverside , kawasuna , 1
1119.203491 , 108.905174 , -465.696198 , 9.0 , 12.0 , prairie , doro , 1
1239.812744 , 103.979736 , -385.767639 , 9.0 , 12.0 , prairie , shiba , 1
1131.402344 , 102.152199 , -390.791595 , 9.0 , 12.0 , swamp , doro , 1
1045.745483 , 98.821953 , -369.010101 , 9.0 , 12.0 , swamp , shiba , 1
830.588562 , 114.737976 , -369.893402 , 9.0 , 12.0 , prairie , iwa , 1
1201.911377 , 107.00946 , -326.183777 , 9.0 , 12.0 , prairie , shiba , 1
1066.784424 , 98.878876 , -347.441742 , 9.0 , 12.0 , prairie , shiba , 1
839.295654 , 107.030266 , -305.314392 , 9.0 , 12.0 , rocky_area , iwa , 1
1077.584961 , 99.026466 , -335.601135 , 9.0 , 12.0 , prairie , jari , 1
920.026733 , 103.113457 , -312.094513 , 9.0 , 12.0 , prairie , shiba , 1
1298.586548 , 101.012856 , -374.193542 , 9.0 , 12.0 , riverside , kawasuna , 1
1314.054932 , 103.433403 , -346.740448 , 9.0 , 12.0 , prairie , shiba , 1
1082.260742 , 99.249565 , -336.164978 , 9.0 , 12.0 , rocky_area , hate_kusa , 1
1264.343994 , 101.214287 , -384.691833 , 9.0 , 12.0 , riverside , kawasuna , 1
1098.413696 , 100.552399 , -368.371094 , 9.0 , 12.0 , prairie , shiba , 1
912.422424 , 103.546272 , -313.262634 , 9.0 , 12.0 , prairie , shiba , 1
1260.128296 , 101.191139 , -392.527069 , 9.0 , 12.0 , riverside , kawasuna , 1
1143.081421 , 101.238174 , -376.997101 , 9.0 , 12.0 , swamp , doro , 1
906.405945 , 111.962448 , -356.997528 , 9.0 , 12.0 , prairie , shiba , 1
868.496582 , 105.428879 , -315.919861 , 9.0 , 12.0 , prairie , shiba , 1
1084.495361 , 110.175179 , -313.576141 , 9.0 , 12.0 , prairie , shiba , 1
1213.524902 , 102.997421 , -390.347931 , 9.0 , 12.0 , prairie , shiba , 1
1191.700073 , 100.873833 , -382.281616 , 9.0 , 12.0 , prairie , shiba , 1
1282.009888 , 101.0 , -383.632782 , 9.0 , 12.0 , riverside , kawasuna , 1
1196.520752 , 102.102844 , -395.14267 , 9.0 , 12.0 , prairie , shiba , 1
804.178345 , 101.792099 , -333.748169 , 9.0 , 12.0 , prairie , shiba , 1
1316.25708 , 101.045692 , -365.790405 , 9.0 , 12.0 , riverside , kawasuna , 1
1137.994141 , 102.152199 , -388.495911 , 9.0 , 12.0 , swamp , doro , 1
782.361206 , 114.019089 , -378.955475 , 9.0 , 12.0 , prairie , shiba , 1
1279.33606 , 101.13784 , -373.115295 , 9.0 , 12.0 , riverside , kawasuna , 1
997.207336 , 98.85247 , -376.830505 , 9.0 , 12.0 , prairie , shiba , 1
1111.123535 , 99.561493 , -360.043365 , 9.0 , 12.0 , swamp , doro , 1
1318.890747 , 101.044151 , -374.382111 , 9.0 , 12.0 , riverside , kawasuna , 1
1298.343018 , 103.491234 , -351.239594 , 9.0 , 12.0 , prairie , shiba , 1
1190.299194 , 105.585884 , -432.54425 , 9.0 , 12.0 , prairie , shiba , 1
1159.235596 , 100.170235 , -362.646118 , 9.0 , 12.0 , prairie , doro , 1
989.783875 , 100.229523 , -289.628479 , 9.0 , 12.0 , prairie , shiba , 1
1099.109619 , 108.482254 , -465.584015 , 9.0 , 12.0 , swamp , doro , 1
1094.980835 , 108.482254 , -463.826538 , 9.0 , 12.0 , swamp , doro , 1
1277.3125 , 104.149597 , -343.638885 , 9.0 , 12.0 , rocky_area , iwa , 1
1184.316772 , 101.918388 , -399.95813 , 9.0 , 12.0 , prairie , shiba , 1
917.981873 , 112.977188 , -354.695953 , 9.0 , 12.0 , prairie , shiba , 1
1110.843384 , 108.482254 , -464.692261 , 9.0 , 12.0 , swamp , doro , 1
1216.16626 , 104.468048 , -406.904175 , 9.0 , 12.0 , prairie , shiba , 1
1104.497559 , 102.896294 , -417.051636 , 9.0 , 12.0 , swamp , doro , 1
849.910095 , 104.421356 , -326.789429 , 9.0 , 12.0 , prairie , shiba , 1
1245.471069 , 102.130646 , -434.11853 , 9.0 , 12.0 , riverside , kawasuna , 1
978.697632 , 100.401001 , -299.886749 , 9.0 , 12.0 , prairie , shiba , 1
955.907349 , 101.783928 , -290.023529 , 9.0 , 12.0 , prairie , shiba , 1
1226.376343 , 102.620216 , -441.430725 , 9.0 , 12.0 , riverside , kawasuna , 1
945.968933 , 101.048607 , -324.579346 , 9.0 , 12.0 , prairie , shiba , 1
1108.035645 , 99.564789 , -366.296082 , 9.0 , 12.0 , swamp , doro , 1
1137.134644 , 105.305107 , -442.837708 , 9.0 , 12.0 , prairie , shiba , 1
1076.480957 , 99.183929 , -380.571747 , 9.0 , 12.0 , swamp , doro , 1
1157.838135 , 108.001144 , -453.845886 , 9.0 , 12.0 , swamp , doro , 1
1162.29834 , 100.414864 , -341.320343 , 9.0 , 12.0 , prairie , shiba , 1
896.46283 , 105.959991 , -290.605011 , 9.0 , 12.0 , prairie , shiba , 1
1332.874756 , 104.002754 , -344.401428 , 9.0 , 12.0 , prairie , shiba , 1
1116.187988 , 105.555679 , -431.419159 , 9.0 , 12.0 , rocky_area , doro , 1
1195.065674 , 108.523567 , -466.400879 , 9.0 , 12.0 , prairie , shiba , 1
1194.722778 , 107.973122 , -458.877502 , 9.0 , 12.0 , prairie , shiba , 1
1105.855469 , 100.675774 , -340.24295 , 9.0 , 12.0 , prairie , shiba , 1
816.68634 , 113.398346 , -386.212616 , 9.0 , 12.0 , prairie , shiba , 1
1089.102539 , 101.820526 , -402.170441 , 9.0 , 12.0 , swamp , doro , 1
808.000854 , 105.266678 , -370.109741 , 9.0 , 12.0 , prairie , shiba , 1
780.607666 , 114.339386 , -369.040802 , 9.0 , 12.0 , prairie , shiba , 1
1283.325562 , 103.918945 , -352.423004 , 9.0 , 12.0 , prairie , shiba , 1
1154.379761 , 104.884384 , -421.649048 , 9.0 , 12.0 , rocky_area , doro , 1
1312.919678 , 103.146591 , -340.909729 , 9.0 , 12.0 , prairie , shiba , 1
1112.268921 , 102.796654 , -404.265167 , 9.0 , 12.0 , prairie , doro , 1
1081.800781 , 99.400711 , -350.743683 , 9.0 , 12.0 , prairie , shiba , 1
926.819946 , 103.20314 , -300.448456 , 9.0 , 12.0 , prairie , shiba , 1
934.416321 , 101.846733 , -320.512817 , 9.0 , 12.0 , prairie , shiba , 1
1239.11084 , 103.24147 , -339.682251 , 9.0 , 12.0 , prairie , shiba , 1
1222.717041 , 105.286545 , -432.618622 , 9.0 , 12.0 , prairie , kawasuna , 1
1023.623535 , 98.999603 , -346.874207 , 9.0 , 12.0 , prairie , shiba , 1
1183.769165 , 107.088387 , -437.343353 , 9.0 , 12.0 , rocky_area , doro , 1
1191.275879 , 108.333939 , -461.665222 , 9.0 , 12.0 , prairie , shiba , 1
1211.959106 , 106.402237 , -443.217682 , 9.0 , 12.0 , prairie , shiba , 1
1017.203369 , 98.85247 , -355.382294 , 9.0 , 12.0 , prairie , shiba , 1
1048.081909 , 103.942131 , -305.14444 , 9.0 , 12.0 , prairie , shiba , 1
1003.242432 , 98.85247 , -362.402496 , 9.0 , 12.0 , prairie , shiba , 1
830.968201 , 104.208771 , -330.240692 , 9.0 , 12.0 , prairie , shiba , 1
885.410034 , 103.746162 , -363.776245 , 9.0 , 12.0 , prairie , shiba , 1
1188.213745 , 107.311127 , -450.757507 , 9.0 , 12.0 , prairie , shiba , 1
1205.341187 , 106.922569 , -343.077209 , 9.0 , 12.0 , rocky_area , iwa , 1
821.338379 , 104.233154 , -317.366364 , 9.0 , 12.0 , prairie , shiba , 1
958.881226 , 100.306091 , -338.356018 , 9.0 , 12.0 , prairie , shiba , 1
895.979309 , 103.935532 , -330.841461 , 9.0 , 12.0 , prairie , shiba , 1
1084.359131 , 99.459679 , -355.203247 , 9.0 , 12.0 , prairie , shiba , 1
852.104675 , 106.475998 , -312.659332 , 9.0 , 12.0 , prairie , shiba , 1
1149.921143 , 99.127144 , -354.25592 , 9.0 , 12.0 , prairie , shiba , 1
1077.094849 , 105.339027 , -439.794281 , 9.0 , 12.0 , swamp , doro , 1
1322.44104 , 104.253555 , -353.584015 , 9.0 , 12.0 , prairie , kawasuna , 1
1152.768311 , 102.152199 , -385.712921 , 9.0 , 12.0 , swamp , doro , 1
885.475586 , 104.759384 , -343.402527 , 9.0 , 12.0 , prairie , shiba , 1
861.154541 , 113.726646 , -287.872681 , 9.0 , 12.0 , prairie , shiba , 1
1269.477051 , 101.0 , -392.804718 , 9.0 , 12.0 , riverside , kawasuna , 1
1132.18103 , 99.768051 , -341.459839 , 9.0 , 12.0 , prairie , shiba , 1
813.096313 , 104.266373 , -350.329315 , 9.0 , 12.0 , prairie , shiba , 1
883.188232 , 104.689407 , -335.583588 , 9.0 , 12.0 , prairie , shiba , 1
1295.8479 , 103.783409 , -345.939636 , 9.0 , 12.0 , prairie , shiba , 1
974.110352 , 100.286728 , -322.376648 , 9.0 , 12.0 , prairie , shiba , 1
1033.760254 , 98.85247 , -354.601288 , 9.0 , 12.0 , prairie , shiba , 1
1064.311523 , 98.880791 , -334.643402 , 9.0 , 12.0 , rocky_area , iwa , 1
903.440491 , 102.991623 , -341.924377 , 9.0 , 12.0 , prairie , shiba , 1
1098.342041 , 101.820526 , -403.271576 , 9.0 , 12.0 , swamp , doro , 1
828.966187 , 104.534698 , -345.243744 , 9.0 , 12.0 , prairie , shiba , 1
1180.710693 , 107.016365 , -435.24472 , 9.0 , 12.0 , rocky_area , doro , 1
1231.360229 , 104.708107 , -360.152435 , 9.0 , 12.0 , prairie , shiba , 1
1031.163208 , 98.85434 , -352.421997 , 9.0 , 12.0 , prairie , shiba , 1
1295.555176 , 101.006332 , -382.036804 , 9.0 , 12.0 , riverside , kawasuna , 1
922.912659 , 102.664085 , -318.342987 , 9.0 , 12.0 , prairie , shiba , 1
1062.65686 , 99.848701 , -375.293915 , 9.0 , 12.0 , prairie , doro , 1
1044.591431 , 98.821953 , -362.582458 , 9.0 , 12.0 , prairie , shiba , 1
1074.456177 , 101.823387 , -402.6745 , 9.0 , 12.0 , swamp , doro , 1
1250.510254 , 103.980423 , -376.317688 , 9.0 , 12.0 , prairie , shiba , 1
1218.11499 , 103.03347 , -383.052734 , 9.0 , 12.0 , prairie , shiba , 1
1174.532959 , 103.43161 , -393.354889 , 9.0 , 12.0 , swamp , doro , 1
973.528015 , 110.363098 , -372.051453 , 9.0 , 12.0 , rocky_area , iwa , 1
768.912842 , 114.06234 , -369.161926 , 9.0 , 12.0 , prairie , shiba , 1
1193.95105 , 108.151199 , -460.24231 , 9.0 , 12.0 , prairie , shiba , 1
1170.14563 , 100.232155 , -368.511688 , 9.0 , 12.0 , prairie , shiba , 1
869.436279 , 104.530174 , -340.263641 , 9.0 , 12.0 , prairie , shiba , 1
803.07019 , 102.70639 , -313.596344 , 9.0 , 12.0 , prairie , shiba , 1
1365.317627 , 101.101555 , -364.34317 , 9.0 , 12.0 , riverside , kawasuna , 1
1242.050537 , 104.030357 , -378.262756 , 9.0 , 12.0 , prairie , shiba , 1
1266.639526 , 108.419632 , -327.597351 , 9.0 , 12.0 , prairie , shiba , 1
1137.011353 , 105.461548 , -444.223999 , 9.0 , 12.0 , prairie , shiba , 1
1005.301086 , 98.85247 , -352.634918 , 9.0 , 12.0 , prairie , shiba , 1
1161.540405 , 103.847275 , -396.678223 , 9.0 , 12.0 , rocky_area , doro , 1
1230.587158 , 103.536034 , -465.141418 , 9.0 , 12.0 , riverside , kawasuna , 1
979.641052 , 100.42968 , -296.06311 , 9.0 , 12.0 , prairie , shiba , 1
844.21521 , 104.883705 , -324.200012 , 9.0 , 12.0 , prairie , shiba , 1
1255.680542 , 101.979836 , -429.0271 , 9.0 , 12.0 , riverside , kawasuna , 1
1094.999268 , 103.996391 , -426.733368 , 9.0 , 12.0 , swamp , doro , 1
1208.574097 , 102.728058 , -392.394562 , 9.0 , 12.0 , prairie , shiba , 1
1095.75647 , 104.693848 , -421.96167 , 9.0 , 12.0 , prairie , doro , 1
1262.305908 , 101.0 , -398.74292 , 9.0 , 12.0 , riverside , kawasuna , 1
1242.579834 , 103.865845 , -398.15863 , 9.0 , 12.0 , prairie , tsuchi , 1
1095.458618 , 107.082428 , -453.446838 , 9.0 , 12.0 , swamp , doro , 1
1104.550903 , 101.58287 , -391.733582 , 9.0 , 12.0 , prairie , doro , 1
1206.610962 , 104.87886 , -425.912384 , 9.0 , 12.0 , prairie , shiba , 1
1203.749878 , 106.150856 , -434.722382 , 9.0 , 12.0 , prairie , shiba , 1
1099.451172 , 108.482254 , -467.08783 , 9.0 , 12.0 , swamp , doro , 1
887.134949 , 105.437805 , -306.781921 , 9.0 , 12.0 , prairie , shiba , 1
1082.459229 , 108.033119 , -448.415253 , 9.0 , 12.0 , prairie , doro , 1
1260.892334 , 104.303841 , -374.732971 , 9.0 , 12.0 , prairie , shiba , 1
931.750183 , 113.223923 , -356.304413 , 9.0 , 12.0 , prairie , shiba , 1
1075.692627 , 99.183929 , -380.145081 , 9.0 , 12.0 , swamp , doro , 1
762.126282 , 102.088463 , -328.901703 , 9.0 , 12.0 , prairie , shiba , 1
1245.254395 , 107.982765 , -323.964111 , 9.0 , 12.0 , rocky_area , iwa , 1
861.597961 , 104.510239 , -352.620209 , 9.0 , 12.0 , prairie , shiba , 1
1167.427246 , 104.364677 , -407.245575 , 9.0 , 12.0 , prairie , doro , 1
1056.286987 , 103.582977 , -318.693054 , 9.0 , 12.0 , prairie , shiba , 1
1194.217407 , 107.723686 , -352.233032 , 9.0 , 12.0 , rocky_area , kawasuna , 1
1359.245117 , 101.102058 , -353.614014 , 9.0 , 12.0 , riverside , kawasuna , 1
903.197449 , 104.493851 , -307.327271 , 9.0 , 12.0 , prairie , shiba , 1
1032.475098 , 98.85247 , -369.467865 , 9.0 , 12.0 , prairie , shiba , 1
1180.673096 , 104.817963 , -415.395355 , 9.0 , 12.0 , rocky_area , doro , 1
970.380188 , 100.993065 , -288.273315 , 9.0 , 12.0 , prairie , shiba , 1
1120.794312 , 105.339035 , -432.984192 , 9.0 , 12.0 , swamp , doro , 1
1008.198059 , 98.85247 , -371.051208 , 9.0 , 12.0 , prairie , shiba , 1
1123.131348 , 102.431732 , -386.511475 , 9.0 , 12.0 , rocky_area , doro , 1
1321.715454 , 101.052254 , -370.24762 , 9.0 , 12.0 , riverside , kawasuna , 1
952.583984 , 100.870102 , -322.699493 , 9.0 , 12.0 , prairie , shiba , 1
1149.095093 , 100.091614 , -335.833344 , 9.0 , 12.0 , prairie , shiba , 1
792.118164 , 114.592209 , -369.103058 , 9.0 , 12.0 , prairie , shiba , 1
884.125793 , 104.649307 , -335.238251 , 9.0 , 12.0 , prairie , shiba , 1
1088.311401 , 105.892197 , -428.44162 , 9.0 , 12.0 , prairie , doro , 1
1121.389526 , 104.004021 , -420.703796 , 9.0 , 12.0 , swamp , doro , 1
950.339844 , 102.435768 , -285.227142 , 9.0 , 12.0 , prairie , shiba , 1
1200.235229 , 100.715218 , -376.062256 , 9.0 , 12.0 , prairie , shiba , 1
848.185181 , 112.549026 , -294.628143 , 9.0 , 12.0 , prairie , shiba , 1
886.907043 , 106.670387 , -288.818726 , 9.0 , 12.0 , prairie , shiba , 1
1282.767456 , 105.390625 , -333.626068 , 9.0 , 12.0 , prairie , kawasuna , 1
1110.738037 , 101.238174 , -374.70108 , 9.0 , 12.0 , swamp , doro , 1
874.775208 , 104.640373 , -326.516937 , 9.0 , 12.0 , prairie , shiba , 1
1346.184082 , 101.104904 , -352.540405 , 9.0 , 12.0 , riverside , kawasuna , 1
1230.952759 , 103.493477 , -463.867615 , 9.0 , 12.0 , riverside , kawasuna , 1
1142.308716 , 99.773506 , -344.035583 , 9.0 , 12.0 , prairie , shiba , 1
883.233704 , 107.559303 , -280.724823 , 9.0 , 12.0 , prairie , shiba , 1
1359.529419 , 101.379707 , -346.867706 , 9.0 , 12.0 , riverside , kawasuna , 1
1311.647583 , 101.038498 , -364.302399 , 9.0 , 12.0 , riverside , kawasuna , 1
1124.755615 , 102.829285 , -397.131348 , 9.0 , 12.0 , prairie , shiba , 1
1071.164185 , 105.44677 , -438.117218 , 9.0 , 12.0 , swamp , doro , 1
853.330444 , 111.698166 , -296.844299 , 9.0 , 12.0 , rocky_area , iwa , 1
1252.576782 , 101.898994 , -431.059784 , 9.0 , 12.0 , riverside , kawasuna , 1
847.530701 , 106.432518 , -313.386871 , 9.0 , 12.0 , prairie , shiba , 1
1102.823853 , 105.339035 , -440.103729 , 9.0 , 12.0 , swamp , doro , 1
1185.533569 , 101.57608 , -335.575134 , 9.0 , 12.0 , prairie , shiba , 1
1112.362549 , 103.996391 , -423.280609 , 9.0 , 12.0 , swamp , doro , 1
1135.327759 , 106.310974 , -448.911957 , 9.0 , 12.0 , rocky_area , shiba , 1
1224.515991 , 103.366684 , -458.666992 , 9.0 , 12.0 , riverside , kawasuna , 1
1241.207764 , 101.995987 , -428.926544 , 9.0 , 12.0 , riverside , kawasuna , 1
1187.206055 , 104.581657 , -427.543671 , 9.0 , 12.0 , prairie , shiba , 1
871.491577 , 104.935059 , -354.97113 , 9.0 , 12.0 , prairie , shiba , 1
1080.31958 , 103.589661 , -405.384888 , 9.0 , 12.0 , prairie , doro , 1
1255.431152 , 103.526138 , -346.009125 , 9.0 , 12.0 , rocky_area , iwa , 1
1131.217651 , 99.676491 , -334.270599 , 9.0 , 12.0 , prairie , shiba , 1
900.818726 , 104.639938 , -307.368652 , 9.0 , 12.0 , prairie , shiba , 1
1224.176392 , 104.452843 , -365.831512 , 9.0 , 12.0 , prairie , shiba , 1
1177.853149 , 100.870461 , -349.237762 , 9.0 , 12.0 , prairie , shiba , 1
1213.320435 , 105.004509 , -429.648468 , 9.0 , 12.0 , prairie , shiba , 1
922.35199 , 102.057915 , -333.978058 , 9.0 , 12.0 , prairie , shiba , 1
1118.790039 , 99.783867 , -335.155273 , 9.0 , 12.0 , prairie , shiba , 1
1203.650146 , 104.583 , -423.615265 , 9.0 , 12.0 , prairie , shiba , 1
835.920837 , 105.071854 , -323.534821 , 9.0 , 12.0 , prairie , shiba , 1
1337.138672 , 101.085205 , -363.60083 , 9.0 , 12.0 , riverside , kawasuna , 1
1231.6875 , 102.100128 , -424.41745 , 9.0 , 12.0 , riverside , kawasuna , 1
1304.805176 , 103.466995 , -335.38974 , 9.0 , 12.0 , prairie , shiba , 1
963.065002 , 100.521027 , -323.388092 , 9.0 , 12.0 , prairie , shiba , 1
1311.305298 , 101.024643 , -382.426392 , 9.0 , 12.0 , riverside , kawasuna , 1
784.109192 , 102.345657 , -311.091217 , 9.0 , 12.0 , prairie , shiba , 1
