{'position': {'x': 2755.618408, 'y': 118.9953, 'z': -1666.424072}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3319.737549, 'y': 147.290161, 'z': -1875.061035}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3195.609863, 'y': 121.221611, 'z': -1999.580444}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3357.393555, 'y': 145.888657, 'z': -1888.903687}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2687.225342, 'y': 100.012207, 'z': -1784.954956}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3502.37793, 'y': 114.976509, 'z': -1678.834717}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3019.900146, 'y': 193.012192, 'z': -1614.761108}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3336.383545, 'y': 143.317383, 'z': -1840.355835}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2888.755371, 'y': 121.065514, 'z': -1630.065186}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2690.558105, 'y': 100.012207, 'z': -1817.483032}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2638.691406, 'y': 100.012207, 'z': -1830.978271}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2724.623291, 'y': 100.012207, 'z': -1854.755981}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3134.416992, 'y': 100.012207, 'z': -1773.214355}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2776.189209, 'y': 118.911964, 'z': -1662.822754}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3349.232666, 'y': 144.539001, 'z': -1900.116089}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3024.619385, 'y': 144.997864, 'z': -1770.255249}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2607.009521, 'y': 100.012207, 'z': -1890.595947}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3471.078125, 'y': 148.322784, 'z': -1829.011353}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3345.995605, 'y': 146.328049, 'z': -1894.018188}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3278.784424, 'y': 130.333054, 'z': -1796.669067}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3119.90918, 'y': 110.419334, 'z': -1938.087158}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'ruins', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3326.859131, 'y': 137.36824, 'z': -1798.684448}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2692.535645, 'y': 100.012207, 'z': -1898.862427}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3313.607666, 'y': 157.679886, 'z': -1922.092896}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2697.62915, 'y': 100.012207, 'z': -1863.043091}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3301.761719, 'y': 133.050888, 'z': -1813.731445}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3036.579346, 'y': 196.018768, 'z': -1657.315186}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3334.240479, 'y': 148.515198, 'z': -1879.516235}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3215.450928, 'y': 114.935097, 'z': -1829.611938}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3623.650635, 'y': 150.003052, 'z': -1835.149536}, 'level_range': {'x': 15.0, 'y': 17.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2966.900146, 'y': 145.94397, 'z': -1849.863281}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3546.964355, 'y': 120.433945, 'z': -1778.598267}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3450.346436, 'y': 150.003052, 'z': -1888.270142}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2769.519287, 'y': 118.934258, 'z': -1660.665161}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2939.010742, 'y': 129.39328, 'z': -1673.323486}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2672.504395, 'y': 100.012207, 'z': -1803.786865}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2891.898926, 'y': 125.639809, 'z': -1661.484497}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2874.36377, 'y': 125.095795, 'z': -1672.399414}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2918.991699, 'y': 139.185303, 'z': -1746.436401}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3470.626709, 'y': 114.953545, 'z': -1731.348267}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3434.13623, 'y': 115.089699, 'z': -1759.323486}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3582.861572, 'y': 159.493393, 'z': -1843.026978}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3171.382568, 'y': 120.73777, 'z': -2010.83374}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3389.726563, 'y': 114.995842, 'z': -1798.224365}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3150.790771, 'y': 129.963257, 'z': -1903.778442}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3413.149658, 'y': 141.059555, 'z': -1824.049316}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2866.348389, 'y': 119.55468, 'z': -1620.765869}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2739.973877, 'y': 100.053703, 'z': -1721.200684}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3014.722656, 'y': 185.775146, 'z': -1648.355835}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2941.447998, 'y': 200.64064, 'z': -1797.189575}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3362.918945, 'y': 138.648315, 'z': -1921.538208}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3013.940918, 'y': 110.388817, 'z': -1998.991699}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2722.951904, 'y': 108.818817, 'z': -1711.288086}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2987.84375, 'y': 161.435837, 'z': -1862.621948}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2843.514404, 'y': 119.20607, 'z': -1620.496826}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3186.402344, 'y': 145.641037, 'z': -1884.736694}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3224.291504, 'y': 150.543747, 'z': -1893.816284}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3456.565918, 'y': 134.746002, 'z': -1907.426025}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3475.123779, 'y': 146.670166, 'z': -1817.144287}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2656.414063, 'y': 100.012207, 'z': -1859.661255}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3421.052246, 'y': 119.70034, 'z': -1732.369507}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 8}
{'position': {'x': 2644.827148, 'y': 100.012207, 'z': -1857.966797}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3054.730469, 'y': 110.640892, 'z': -2021.737793}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2652.937744, 'y': 100.012207, 'z': -1893.267212}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3187.036377, 'y': 111.039734, 'z': -1957.310547}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2982.654053, 'y': 110.388817, 'z': -1985.928589}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3234.054932, 'y': 116.060913, 'z': -1827.041504}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2984.497559, 'y': 160.494095, 'z': -1559.434814}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3432.094727, 'y': 114.911751, 'z': -1713.319824}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3114.630371, 'y': 131.196716, 'z': -1865.485474}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2996.119385, 'y': 160.639481, 'z': -1864.410278}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3231.868164, 'y': 100.470001, 'z': -2027.354126}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3035.585693, 'y': 120.490929, 'z': -1991.330566}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2928.950195, 'y': 120.002441, 'z': -1674.896729}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2727.037109, 'y': 100.012207, 'z': -1855.735229}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3473.044678, 'y': 108.080437, 'z': -1676.842041}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2715.149414, 'y': 100.012207, 'z': -1885.762207}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2978.522705, 'y': 144.997864, 'z': -1660.49646}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3446.045654, 'y': 128.433182, 'z': -1928.296143}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2627.496826, 'y': 100.012207, 'z': -1842.963501}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2997.639648, 'y': 144.997864, 'z': -1707.115112}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2834.079834, 'y': 119.002449, 'z': -1616.49585}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2740.671387, 'y': 100.012207, 'z': -1868.927368}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3384.281494, 'y': 149.026184, 'z': -1860.351929}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3337.555176, 'y': 141.596024, 'z': -1829.979614}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2695.131592, 'y': 100.012207, 'z': -1868.517456}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3421.648682, 'y': 141.021225, 'z': -1841.893188}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3068.191895, 'y': 120.490753, 'z': -1956.729736}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3313.959229, 'y': 110.388817, 'z': -1978.170166}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2789.729492, 'y': 118.9953, 'z': -1626.747192}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3062.245361, 'y': 123.459091, 'z': -1857.427124}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2812.101563, 'y': 100.012207, 'z': -1725.967651}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3038.968018, 'y': 149.937363, 'z': -1797.354126}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2616.002441, 'y': 100.012207, 'z': -1864.71936}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2694.303223, 'y': 100.012207, 'z': -1794.604492}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3011.049805, 'y': 151.76622, 'z': -1814.095215}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3568.779541, 'y': 158.139175, 'z': -1851.745972}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2919.922119, 'y': 121.410263, 'z': -1633.249146}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2958.780762, 'y': 146.401764, 'z': -1832.652222}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3012.001465, 'y': 144.997864, 'z': -1746.510864}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3314.543945, 'y': 135.654495, 'z': -1814.552979}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3005.949463, 'y': 160.521606, 'z': -1859.135376}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3077.003906, 'y': 187.035278, 'z': -1698.551514}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3361.233398, 'y': 146.465973, 'z': -1881.380615}, 'level_range': {'x': 12.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3031.161377, 'y': 110.388817, 'z': -2010.174438}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2711.828857, 'y': 100.012207, 'z': -1892.959961}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 2876.356445, 'y': 121.740578, 'z': -1639.934814}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3024.651123, 'y': 144.997864, 'z': -1704.263428}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 3120.974121, 'y': 130.059891, 'z': -1846.174927}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3446.756592, 'y': 156.622101, 'z': -1862.754517}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3068.006836, 'y': 126.382439, 'z': -1833.385376}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3123.70752, 'y': 110.388817, 'z': -1915.509033}, 'level_range': {'x': 9.0, 'y': 14.0}, 'biome': 'ruins', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2741.071533, 'y': 109.003639, 'z': -1829.309937}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3008.655518, 'y': 151.865692, 'z': -1826.3302}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3211.62207, 'y': 149.834778, 'z': -1865.026001}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3551.482666, 'y': 151.225327, 'z': -1870.647583}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2606.29248, 'y': 100.012207, 'z': -1903.518677}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3206.443359, 'y': 110.388817, 'z': -1941.41394}, 'level_range': {'x': 10.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3604.540771, 'y': 150.673492, 'z': -1807.234619}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 8}
{'position': {'x': 2998.317871, 'y': 144.997864, 'z': -1762.726685}, 'level_range': {'x': 7.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2821.926025, 'y': 100.012207, 'z': -1726.51001}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3527.08252, 'y': 153.662186, 'z': -1806.173584}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 2992.401367, 'y': 160.81958, 'z': -1872.275146}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
{'position': {'x': 3290.016113, 'y': 110.359245, 'z': -1987.294312}, 'level_range': {'x': 11.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 8}
{'position': {'x': 3000.950195, 'y': 110.388817, 'z': -1920.072144}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 8}
