{'position': {'x': 3565.507324, 'y': 27.0, 'z': -4808.53125}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3662.313232, 'y': 27.0, 'z': -4772.510742}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1836.449097, 'y': 27.0, 'z': -5004.120117}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2461.300049, 'y': 27.0, 'z': -4966.316895}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3820.171631, 'y': 27.0, 'z': -4733.427246}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1624.512695, 'y': 27.0, 'z': -4680.582031}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3688.725342, 'y': 27.0, 'z': -4786.814941}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1042.909058, 'y': 27.0, 'z': -5092.248535}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2213.312744, 'y': 27.0, 'z': -4990.463379}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1314.176514, 'y': 27.0, 'z': -5070.037598}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3596.55127, 'y': 27.0, 'z': -4781.490723}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 250.308838, 'y': 27.0, 'z': -3935.317627}, 'level_range': {'x': 38.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2501.022949, 'y': 27.0, 'z': -4932.521973}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1167.816895, 'y': 27.0, 'z': -5092.21582}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3164.835693, 'y': 27.0, 'z': -4817.212891}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1572.533325, 'y': 27.0, 'z': -4901.148438}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3442.096436, 'y': 27.0, 'z': -4701.746094}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 27}
{'position': {'x': 603.457031, 'y': 27.0, 'z': -4601.376465}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 27}
{'position': {'x': 2455.276611, 'y': 27.0, 'z': -4951.933105}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 252.672455, 'y': 27.0, 'z': -4719.206543}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3450.590088, 'y': 27.0, 'z': -4818.557129}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1599.469238, 'y': 27.0, 'z': -5050.406738}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2946.722168, 'y': 27.0, 'z': -4909.666992}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1645.265137, 'y': 27.0, 'z': -4936.594238}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 569.18158, 'y': 27.0, 'z': -4874.38623}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 816.639038, 'y': 27.0, 'z': -4802.72168}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3828.582764, 'y': 27.0, 'z': -4766.019043}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 737.633728, 'y': 27.0, 'z': -4969.182617}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 4092.127197, 'y': 27.0, 'z': -4721.959961}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 509.640259, 'y': 27.0, 'z': -4822.496582}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1706.076538, 'y': 27.0, 'z': -4723.13623}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 4027.93457, 'y': 27.0, 'z': -4727.97998}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 522.369324, 'y': 27.0, 'z': -4867.480957}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1946.066406, 'y': 27.0, 'z': -5017.461914}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3896.067627, 'y': 27.0, 'z': -4745.633789}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 466.068359, 'y': 27.0, 'z': -4815.86084}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3983.113281, 'y': 27.0, 'z': -4735.683105}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 614.560852, 'y': 27.0, 'z': -4911.936523}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 485.542175, 'y': 27.0, 'z': -4795.243164}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1955.42688, 'y': 27.0, 'z': -5023.459961}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 201.264786, 'y': 27.0, 'z': -3444.023926}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1351.543457, 'y': 27.0, 'z': -5058.25293}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 1310.078003, 'y': 27.0, 'z': -5056.296875}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 731.292969, 'y': 27.0, 'z': -4670.34668}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 27}
{'position': {'x': 1459.508179, 'y': 27.0, 'z': -5030.373047}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2337.590332, 'y': 27.0, 'z': -4968.380859}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 27}
{'position': {'x': 1687.035522, 'y': 27.0, 'z': -5050.010254}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3959.98291, 'y': 27.0, 'z': -4705.871094}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2870.775879, 'y': 27.0, 'z': -4916.851563}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 744.06781, 'y': 27.0, 'z': -4924.287598}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1999.555786, 'y': 27.0, 'z': -5015.991699}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3817.959229, 'y': 27.0, 'z': -4771.084961}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3848.685547, 'y': 27.0, 'z': -4213.776367}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1260.607544, 'y': 27.0, 'z': -5061.814941}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2312.577393, 'y': 27.0, 'z': -5005.331543}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 1107.424316, 'y': 27.0, 'z': -4933.489746}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3975.062012, 'y': 27.0, 'z': -4709.280273}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 366.156372, 'y': 27.0, 'z': -4758.108887}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3319.458252, 'y': 27.0, 'z': -4850.029297}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 231.345352, 'y': 27.0, 'z': -4696.474609}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2862.321045, 'y': 27.0, 'z': -4920.149414}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1243.408447, 'y': 27.0, 'z': -5090.124512}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3261.678711, 'y': 27.0, 'z': -4844.631348}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 4155.527344, 'y': 27.0, 'z': -4307.645996}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3298.64917, 'y': 27.0, 'z': -4825.553711}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1107.900391, 'y': 27.0, 'z': -4797.54248}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 826.623779, 'y': 27.0, 'z': -5019.195801}, 'level_range': {'x': 44.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2215.579834, 'y': 27.0, 'z': -4998.09082}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 498.172485, 'y': 27.0, 'z': -4818.874023}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3678.691895, 'y': 27.0, 'z': -4262.677734}, 'level_range': {'x': 40.0, 'y': 46.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 442.703613, 'y': 27.0, 'z': -4787.759766}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 936.268127, 'y': 27.0, 'z': -5050.366699}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3734.702881, 'y': 27.0, 'z': -4664.510254}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 338.40918, 'y': 27.0, 'z': -3671.05249}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3976.300049, 'y': 27.0, 'z': -4206.788574}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1162.890503, 'y': 27.0, 'z': -4929.311523}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3127.231689, 'y': 27.0, 'z': -4838.147461}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1710.864624, 'y': 27.0, 'z': -5009.23584}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 588.031494, 'y': 27.0, 'z': -4891.310059}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 996.623535, 'y': 27.0, 'z': -5087.387695}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 826.822021, 'y': 27.0, 'z': -4989.087402}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3899.784424, 'y': 27.0, 'z': -4727.666016}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3474.459473, 'y': 27.0, 'z': -4685.313965}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 27}
{'position': {'x': 3209.430908, 'y': 27.0, 'z': -4838.445313}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 437.2659, 'y': 27.0, 'z': -4119.94043}, 'level_range': {'x': 39.0, 'y': 45.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1183.137817, 'y': 27.0, 'z': -5090.199707}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2006.569336, 'y': 27.0, 'z': -4985.498047}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1394.444336, 'y': 27.0, 'z': -5048.714355}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3360.037842, 'y': 27.0, 'z': -4841.625}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3863.757568, 'y': 27.0, 'z': -4213.543945}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3573.580566, 'y': 27.0, 'z': -4766.913574}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3634.59668, 'y': 27.0, 'z': -4796.097656}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1464.375, 'y': 27.0, 'z': -5076.239258}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 1657.879272, 'y': 27.0, 'z': -5027.790039}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 4040.205078, 'y': 27.0, 'z': -4733.146973}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 800.583435, 'y': 27.0, 'z': -4958.350098}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3560.65625, 'y': 27.0, 'z': -4771.845215}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3435.128906, 'y': 27.0, 'z': -4719.616211}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 27}
{'position': {'x': 3105.720215, 'y': 27.0, 'z': -4849.674316}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 443.939026, 'y': 27.0, 'z': -3515.792969}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2196.972656, 'y': 27.0, 'z': -4986.988281}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 146.502853, 'y': 27.0, 'z': -4652.687988}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1204.43689, 'y': 27.0, 'z': -4972.802734}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 190.209152, 'y': 27.0, 'z': -4654.626953}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 3605.271484, 'y': 27.0, 'z': -4802.345215}, 'level_range': {'x': 42.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 4217.461914, 'y': 27.0, 'z': -4067.369385}, 'level_range': {'x': 38.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1806.711914, 'y': 27.0, 'z': -5012.607422}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 2097.054688, 'y': 27.0, 'z': -4986.275391}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 578.933655, 'y': 27.0, 'z': -4852.061523}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 439.977539, 'y': 27.0, 'z': -3611.310791}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2012.203613, 'y': 27.0, 'z': -4990.825684}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1179.241089, 'y': 27.0, 'z': -5089.577148}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 812.296021, 'y': 27.0, 'z': -5004.045898}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 514.757141, 'y': 27.0, 'z': -4837.101074}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 556.101685, 'y': 27.0, 'z': -4857.599121}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1506.618408, 'y': 27.0, 'z': -4698.948242}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2030.367188, 'y': 27.0, 'z': -5013.083008}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3157.201904, 'y': 27.0, 'z': -4823.609863}, 'level_range': {'x': 41.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 1708.329834, 'y': 27.0, 'z': -5053.013184}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 3901.949951, 'y': 27.0, 'z': -4751.739746}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 590.455811, 'y': 27.0, 'z': -4866.719238}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 27}
{'position': {'x': 2149.853271, 'y': 27.0, 'z': -5001.189941}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
{'position': {'x': 1007.840088, 'y': 27.0, 'z': -5034.977539}, 'level_range': {'x': 43.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 27}
