{'position': {'x': 1363.722778, 'y': 125.038193, 'z': -1430.194214}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1902.24231, 'y': 120.771782, 'z': -1154.300049}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1886.706421, 'y': 100.012207, 'z': -1298.182251}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1719.311768, 'y': 99.303558, 'z': -1262.246094}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2105.112793, 'y': 135.566528, 'z': -1437.00354}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1772.570801, 'y': 121.556625, 'z': -1172.149902}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1313.425537, 'y': 125.635033, 'z': -1301.259766}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1370.553589, 'y': 211.832413, 'z': -1070.273926}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1435.445313, 'y': 27.0, 'z': -870.540405}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1359.768188, 'y': 27.0, 'z': -872.06958}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1427.062866, 'y': 136.30658, 'z': -1300.64856}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1543.542358, 'y': 136.132111, 'z': -1225.718262}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1643.9021, 'y': 100.042732, 'z': -1292.465088}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1877.662842, 'y': 83.298325, 'z': -1049.951538}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2290.935303, 'y': 109.574867, 'z': -1020.756409}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1714.635498, 'y': 51.656395, 'z': -1022.649475}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1997.13501, 'y': 62.976036, 'z': -852.525452}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1474.033936, 'y': 118.902252, 'z': -1066.391968}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1336.204834, 'y': 124.207016, 'z': -1421.228149}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1803.442139, 'y': 54.504639, 'z': -934.281738}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1364.06604, 'y': 214.04509, 'z': -1055.735596}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1965.822632, 'y': 58.220737, 'z': -850.254517}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1969.720215, 'y': 58.963413, 'z': -873.700989}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1317.944824, 'y': 210.253708, 'z': -1113.141479}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1888.28125, 'y': 119.155518, 'z': -1208.317383}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2063.823242, 'y': 144.462463, 'z': -926.312744}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2149.384033, 'y': 142.27887, 'z': -939.802002}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1383.93811, 'y': 194.032211, 'z': -1125.105347}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1820.337891, 'y': 27.0, 'z': -866.466125}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1362.091797, 'y': 100.012207, 'z': -1376.351074}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2151.501465, 'y': 151.131653, 'z': -1278.719482}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2008.953125, 'y': 165.356979, 'z': -1129.312866}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2319.974609, 'y': 112.712944, 'z': -968.335876}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1312.559082, 'y': 122.424515, 'z': -1432.289673}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1661.756226, 'y': 109.717392, 'z': -1262.002197}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1539.7146, 'y': 126.102638, 'z': -1104.729736}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1877.196167, 'y': 99.89772, 'z': -1309.121948}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2214.853516, 'y': 27.0, 'z': -810.834778}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 5}
{'position': {'x': 1729.469727, 'y': 51.038162, 'z': -1007.476868}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1899.228149, 'y': 100.366829, 'z': -1271.557007}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1788.091187, 'y': 94.832504, 'z': -1119.28125}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1829.148438, 'y': 55.467785, 'z': -956.901794}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1207.347046, 'y': 103.88765, 'z': -1421.699829}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2267.137939, 'y': 122.750198, 'z': -970.92627}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1513.196533, 'y': 124.569267, 'z': -1099.184326}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2051.306396, 'y': 148.064377, 'z': -1343.938965}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1643.643311, 'y': 53.661938, 'z': -964.42395}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2153.789551, 'y': 144.234695, 'z': -972.890137}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1891.616943, 'y': 61.874672, 'z': -880.074036}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1266.726196, 'y': 125.89608, 'z': -1510.612061}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1172.702637, 'y': 122.124672, 'z': -1505.539673}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1841.580322, 'y': 97.665497, 'z': -1182.005615}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1929.407715, 'y': 119.62587, 'z': -1198.637451}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1692.589233, 'y': 49.790668, 'z': -933.423889}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1613.383911, 'y': 27.0, 'z': -895.527893}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2054.612061, 'y': 130.473099, 'z': -1279.669922}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1298.850464, 'y': 119.578033, 'z': -1440.494385}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1498.708374, 'y': 166.352432, 'z': -1129.708862}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1360.641235, 'y': 211.758804, 'z': -1086.236938}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1878.841309, 'y': 120.50692, 'z': -1112.677124}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1408.737915, 'y': 131.974091, 'z': -931.993652}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1842.206665, 'y': 74.639633, 'z': -1011.228943}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2117.640137, 'y': 156.414871, 'z': -1233.494629}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1386.324829, 'y': 195.988785, 'z': -1077.636841}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1265.028931, 'y': 105.087585, 'z': -1427.913818}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2206.413086, 'y': 27.0, 'z': -817.619934}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 5}
{'position': {'x': 1834.453369, 'y': 93.952263, 'z': -1120.585938}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1610.524536, 'y': 27.0, 'z': -861.440674}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2283.047363, 'y': 105.024879, 'z': -883.669739}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1835.499756, 'y': 99.279739, 'z': -1254.293213}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1143.103271, 'y': 143.727844, 'z': -1351.393677}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2109.401855, 'y': 157.045914, 'z': -1224.711426}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1209.77063, 'y': 102.776901, 'z': -1412.396606}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1483.457031, 'y': 162.679062, 'z': -1151.015503}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1694.586426, 'y': 50.090229, 'z': -962.799255}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1764.87561, 'y': 52.161808, 'z': -1013.007751}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1163.550049, 'y': 118.31105, 'z': -1476.476807}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1757.852417, 'y': 51.791489, 'z': -1007.684998}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2116.053223, 'y': 143.174561, 'z': -939.513794}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1689.518188, 'y': 109.634789, 'z': -1259.06543}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1458.23938, 'y': 104.331779, 'z': -1328.24585}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1827.05835, 'y': 54.012539, 'z': -975.515625}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1845.858276, 'y': 89.60154, 'z': -1088.30835}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1681.52417, 'y': 129.008972, 'z': -1130.593384}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2195.533691, 'y': 131.887131, 'z': -1447.169556}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1856.644287, 'y': 88.425552, 'z': -1074.972656}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1191.175537, 'y': 138.472214, 'z': -1367.896606}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1268.513672, 'y': 27.0, 'z': -840.473389}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1141.186523, 'y': 99.800652, 'z': -1446.783813}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2053.366211, 'y': 144.152695, 'z': -927.24231}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1357.970825, 'y': 125.660217, 'z': -1444.101929}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1840.030396, 'y': 92.368813, 'z': -1107.069458}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1300.010498, 'y': 237.767029, 'z': -959.528748}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2103.659668, 'y': 153.748749, 'z': -1241.27771}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2102.019775, 'y': 136.033615, 'z': -1433.528076}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2030.249512, 'y': 164.65535, 'z': -1045.610718}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1725.993286, 'y': 97.147903, 'z': -1236.688477}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1423.390137, 'y': 100.915894, 'z': -1358.858154}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1846.609253, 'y': 27.0, 'z': -850.172363}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1829.341064, 'y': 99.30278, 'z': -1308.294434}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1932.041382, 'y': 61.903622, 'z': -890.666199}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1343.874268, 'y': 125.768608, 'z': -1474.092285}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2169.455566, 'y': 27.0, 'z': -830.306641}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 5}
{'position': {'x': 1463.270996, 'y': 169.042801, 'z': -1141.915283}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2160.489502, 'y': 146.32782, 'z': -1309.539307}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1381.352661, 'y': 153.419846, 'z': -1300.581787}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1660.157471, 'y': 99.981689, 'z': -1287.327637}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1281.973267, 'y': 124.035393, 'z': -1331.956543}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2152.248779, 'y': 100.540207, 'z': -900.685181}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1310.08252, 'y': 27.0, 'z': -862.377502}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2135.304199, 'y': 102.041855, 'z': -874.017334}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1317.395142, 'y': 124.37088, 'z': -1420.726196}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2070.072998, 'y': 144.192352, 'z': -928.451355}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'suna_sabaku', 'area_no': 5}
{'position': {'x': 1916.303101, 'y': 101.03627, 'z': -1304.894043}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1555.09729, 'y': 59.103409, 'z': -988.789734}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1403.277954, 'y': 99.921974, 'z': -1371.119629}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1513.726929, 'y': 136.175781, 'z': -1202.030396}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1316.965454, 'y': 228.141373, 'z': -1044.96814}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2093.312988, 'y': 135.980972, 'z': -1369.653931}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1869.995239, 'y': 121.141243, 'z': -1198.541382}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1912.055542, 'y': 63.134686, 'z': -914.699036}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2018.489868, 'y': 27.0, 'z': -771.153625}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1885.348999, 'y': 63.875694, 'z': -929.413757}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2321.555664, 'y': 112.540962, 'z': -982.790894}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1894.617798, 'y': 100.012207, 'z': -1298.791138}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2213.768066, 'y': 27.0, 'z': -838.90387}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1305.608276, 'y': 227.495193, 'z': -1057.620605}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 5}
