{'position': {'x': 4905.192871, 'y': 27.0, 'z': -2093.219727}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4696.24707, 'y': 27.0, 'z': -3039.263916}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4811.264648, 'y': 27.0, 'z': -2712.862793}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4814.728516, 'y': 27.0, 'z': -2736.576172}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4609.626953, 'y': 27.0, 'z': -2126.230469}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4690.350586, 'y': 27.0, 'z': -1951.747803}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4744.680664, 'y': 27.0, 'z': -2999.139404}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4669.931641, 'y': 27.0, 'z': -2796.790771}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4355.689453, 'y': 27.407606, 'z': -2422.502197}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4611.902832, 'y': 27.0, 'z': -2942.883057}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4621.569824, 'y': 27.0, 'z': -3052.35083}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4688.027832, 'y': 27.0, 'z': -3197.862061}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 26}
{'position': {'x': 4650.279297, 'y': 27.0, 'z': -2339.468018}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4784.148438, 'y': 27.0, 'z': -2771.175293}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4881.506348, 'y': 27.0, 'z': -2549.441895}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4901.894531, 'y': 27.0, 'z': -1868.031616}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4340.358887, 'y': 27.0, 'z': -2360.191895}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4664.331055, 'y': 27.910057, 'z': -2301.195801}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4860.355957, 'y': 27.0, 'z': -1867.170776}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4680.154785, 'y': 27.0, 'z': -3153.836182}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4613.575684, 'y': 27.0, 'z': -1755.635498}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4617.564453, 'y': 27.0, 'z': -1633.381714}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4557.461426, 'y': 27.0, 'z': -1513.03479}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4556.372559, 'y': 27.0, 'z': -1533.695801}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4335.915039, 'y': 27.0, 'z': -2376.659912}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4541.985352, 'y': 27.0, 'z': -2390.879883}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4903.910645, 'y': 27.0, 'z': -2432.088867}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4684.423828, 'y': 27.0, 'z': -1637.786133}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4647.405273, 'y': 27.0, 'z': -3135.234863}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4794.605957, 'y': 27.0, 'z': -2695.910156}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4902.792969, 'y': 27.0, 'z': -1867.768311}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4704.358887, 'y': 27.0, 'z': -1668.653931}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4551.579102, 'y': 27.0, 'z': -1784.177734}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4699.974609, 'y': 27.0, 'z': -3148.164551}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4321.441406, 'y': 27.0, 'z': -1755.148193}, 'level_range': {'x': 14.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4608.145508, 'y': 27.0, 'z': -3018.238037}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4396.506348, 'y': 27.0, 'z': -2459.841553}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4604.665527, 'y': 27.0, 'z': -1586.75708}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4411.99707, 'y': 27.0, 'z': -2398.226074}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4867.362305, 'y': 27.0, 'z': -1875.359619}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4836.491699, 'y': 27.0, 'z': -1831.183228}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4556.380859, 'y': 27.0, 'z': -1516.656006}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4298.163086, 'y': 27.0, 'z': -2394.584229}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4785.623535, 'y': 27.0, 'z': -1852.813721}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4724.178711, 'y': 27.0, 'z': -2310.216553}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4604.405273, 'y': 27.0, 'z': -1591.699829}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4585.607422, 'y': 27.0, 'z': -1517.23999}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4327.600098, 'y': 27.277596, 'z': -2432.888672}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4349.745117, 'y': 27.0, 'z': -1798.420044}, 'level_range': {'x': 14.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4618.499512, 'y': 27.0, 'z': -2550.376465}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4824.901367, 'y': 27.0, 'z': -1812.301758}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4637.466797, 'y': 27.0, 'z': -1586.461914}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4358.869141, 'y': 27.0, 'z': -1805.448608}, 'level_range': {'x': 14.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4739.915039, 'y': 27.0, 'z': -2741.639648}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4374.614746, 'y': 27.0, 'z': -2408.606689}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4704.306641, 'y': 27.0, 'z': -3016.833496}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4260.318848, 'y': 27.0, 'z': -1536.589478}, 'level_range': {'x': 14.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4299.696777, 'y': 27.0, 'z': -2379.913818}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4590.335449, 'y': 27.0, 'z': -2420.862305}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4904.534668, 'y': 27.0, 'z': -2238.883789}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4536.549805, 'y': 27.0, 'z': -1499.167725}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4537.498535, 'y': 27.0, 'z': -1486.786743}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4406.731445, 'y': 27.0, 'z': -1674.539185}, 'level_range': {'x': 14.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4445.331543, 'y': 27.0, 'z': -1871.06311}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4672.154297, 'y': 27.0, 'z': -1719.49707}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4432.147949, 'y': 27.0, 'z': -1562.573242}, 'level_range': {'x': 14.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4886.628906, 'y': 27.0, 'z': -2157.942871}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4665.709473, 'y': 27.0, 'z': -3130.984619}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4818.623047, 'y': 27.0, 'z': -2652.853516}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4707.408691, 'y': 35.219433, 'z': -2263.099121}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 26}
{'position': {'x': 4635.177734, 'y': 27.0, 'z': -3104.074951}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4825.596191, 'y': 27.0, 'z': -2739.621094}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4335.441406, 'y': 27.0, 'z': -2347.005615}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4346.791504, 'y': 28.206423, 'z': -2425.270264}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4319.430664, 'y': 27.351967, 'z': -2419.148438}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4712.462402, 'y': 35.742554, 'z': -2257.748047}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 26}
{'position': {'x': 4683.213867, 'y': 27.0, 'z': -1706.604614}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4360.080078, 'y': 27.995731, 'z': -2411.955322}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4344.155273, 'y': 28.284576, 'z': -2384.617676}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4374.915527, 'y': 27.0, 'z': -2437.326904}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4628.716309, 'y': 27.0, 'z': -2454.489746}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4656.731445, 'y': 27.0, 'z': -3162.235107}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4721.375488, 'y': 27.0, 'z': -3105.093506}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4636.79248, 'y': 27.0, 'z': -3160.725586}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4894.910156, 'y': 27.0, 'z': -1958.82959}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4219.445801, 'y': 27.0, 'z': -1609.144531}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4671.486816, 'y': 27.0, 'z': -3170.428467}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4781.311523, 'y': 27.0, 'z': -2831.759033}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4319.40625, 'y': 27.0, 'z': -2358.70166}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4338.171387, 'y': 27.0, 'z': -2346.128174}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4558.798828, 'y': 27.0, 'z': -1507.760376}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4525.541016, 'y': 27.0, 'z': -1991.664673}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4523.911621, 'y': 27.0, 'z': -1446.95166}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4310.667969, 'y': 27.0, 'z': -2391.791748}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4330.499023, 'y': 27.0, 'z': -2359.01123}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4353.797852, 'y': 29.533997, 'z': -2396.114014}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4721.765137, 'y': 27.0, 'z': -2990.168457}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4668.172852, 'y': 27.0, 'z': -2484.522461}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4898.58252, 'y': 27.0, 'z': -1897.407104}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4485.742188, 'y': 27.0, 'z': -1458.751831}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4846.125488, 'y': 27.0, 'z': -2591.414307}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4070.531738, 'y': 27.0, 'z': -1477.744019}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4363.13916, 'y': 27.287779, 'z': -2367.875977}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4888.733398, 'y': 27.0, 'z': -2072.916504}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4804.096191, 'y': 27.0, 'z': -2745.631592}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4646.854004, 'y': 39.931469, 'z': -2289.402832}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 26}
{'position': {'x': 4733.361816, 'y': 27.0, 'z': -1721.681274}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4404.76416, 'y': 27.0, 'z': -1794.716675}, 'level_range': {'x': 14.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4797.741211, 'y': 27.0, 'z': -2556.872314}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4312.094238, 'y': 27.0, 'z': -2409.713623}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4734.674805, 'y': 27.0, 'z': -2244.074219}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4705.683105, 'y': 27.0, 'z': -3052.398438}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4891.112305, 'y': 27.0, 'z': -2341.806396}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4704.205078, 'y': 27.0, 'z': -3127.622314}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4753.134277, 'y': 27.0, 'z': -2560.706299}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4633.999023, 'y': 27.0, 'z': -1595.98645}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4920.991699, 'y': 27.0, 'z': -1868.694336}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4685.493164, 'y': 27.0, 'z': -2168.992676}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4679.647461, 'y': 38.673531, 'z': -2300.86084}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 26}
{'position': {'x': 4515.481934, 'y': 27.0, 'z': -1470.058594}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4890.70459, 'y': 27.0, 'z': -2169.187256}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4897.158691, 'y': 27.0, 'z': -2129.029297}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4760.632813, 'y': 27.0, 'z': -2876.976074}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4380.021484, 'y': 27.0, 'z': -2455.246582}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4519.479004, 'y': 27.0, 'z': -2929.459473}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4739.103027, 'y': 27.0, 'z': -2913.061279}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4727.282227, 'y': 27.0, 'z': -2327.99707}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4620.433105, 'y': 27.0, 'z': -1592.177002}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4885.621094, 'y': 27.0, 'z': -2141.031494}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4887.829102, 'y': 27.0, 'z': -2538.627441}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4679.166016, 'y': 27.0, 'z': -2635.835693}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4350.594238, 'y': 27.0, 'z': -2359.398926}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
