{'position': {'x': 2482.017822, 'y': 56.506222, 'z': -804.374268}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2412.092529, 'y': 94.916206, 'z': -919.878113}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2575.321777, 'y': 84.908936, 'z': -948.879333}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2796.285889, 'y': 27.0, 'z': -827.706177}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 1}
{'position': {'x': 2764.667236, 'y': 56.402512, 'z': -1020.872253}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2501.259521, 'y': 89.080933, 'z': -1237.941895}, 'level_range': {'x': 5.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2884.847656, 'y': 51.323235, 'z': -1128.446167}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2238.600342, 'y': 75.991096, 'z': -1543.326172}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2381.640381, 'y': 78.00769, 'z': -882.469116}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2298.82251, 'y': 107.820526, 'z': -1376.55835}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 3142.033691, 'y': 27.0, 'z': -800.344604}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 1}
{'position': {'x': 2237.291504, 'y': 101.980293, 'z': -1230.652832}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2312.335693, 'y': 104.804825, 'z': -1384.186401}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2411.556396, 'y': 89.784157, 'z': -1278.891113}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 3057.57251, 'y': 50.205872, 'z': -861.734985}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2673.791748, 'y': 75.991096, 'z': -1562.127197}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2636.937988, 'y': 27.0, 'z': -861.46875}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 1}
{'position': {'x': 2461.364014, 'y': 58.395, 'z': -1069.217041}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2701.316406, 'y': 75.991096, 'z': -1639.199463}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 3088.912109, 'y': 50.051884, 'z': -856.426575}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2412.049316, 'y': 27.0, 'z': -673.994507}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 1}
{'position': {'x': 2841.200684, 'y': 27.0, 'z': -832.714417}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 1}
{'position': {'x': 2948.907227, 'y': 27.0, 'z': -811.675964}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 1}
{'position': {'x': 2841.865479, 'y': 49.119514, 'z': -870.172058}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2335.307617, 'y': 75.991096, 'z': -1510.137573}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2559.821289, 'y': 90.801079, 'z': -1237.410278}, 'level_range': {'x': 5.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2510.05835, 'y': 92.03936, 'z': -1253.737671}, 'level_range': {'x': 5.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2933.230713, 'y': 48.639999, 'z': -945.023743}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2208.855957, 'y': 114.553101, 'z': -1277.827637}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2779.143799, 'y': 53.354851, 'z': -1022.641907}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2336.447998, 'y': 75.991096, 'z': -1500.323364}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2966.859619, 'y': 48.639999, 'z': -958.376892}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2854.966309, 'y': 48.738453, 'z': -1094.716797}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2672.118896, 'y': 75.991096, 'z': -1563.64978}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2897.032715, 'y': 37.809921, 'z': -997.654053}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2645.747314, 'y': 75.991096, 'z': -1512.720703}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2342.236572, 'y': 75.991096, 'z': -1451.207397}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2293.43457, 'y': 109.945587, 'z': -1362.248535}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2354.568848, 'y': 27.0, 'z': -689.803345}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 1}
{'position': {'x': 2987.987793, 'y': 48.639999, 'z': -947.031189}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2501.464844, 'y': 88.608276, 'z': -1231.122559}, 'level_range': {'x': 5.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2198.1521, 'y': 114.162292, 'z': -1213.602539}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2425.199219, 'y': 99.110214, 'z': -1310.006714}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2764.621338, 'y': 27.0, 'z': -870.003662}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 1}
{'position': {'x': 2431.551514, 'y': 90.474602, 'z': -1281.679688}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2435.852539, 'y': 87.189545, 'z': -1270.064087}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2629.783936, 'y': 75.991096, 'z': -1527.038574}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2203.231689, 'y': 115.965462, 'z': -1248.861084}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2726.06958, 'y': 52.710213, 'z': -981.212891}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2870.988281, 'y': 52.191933, 'z': -916.976807}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2436.608643, 'y': 27.0, 'z': -663.453918}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2795.775146, 'y': 50.021366, 'z': -906.764526}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2583.554443, 'y': 75.991096, 'z': -1549.89624}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2340.311768, 'y': 102.937225, 'z': -1367.666016}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2662.276611, 'y': 75.991096, 'z': -1532.071655}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2180.467041, 'y': 75.991096, 'z': -1592.920776}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2673.611572, 'y': 75.991096, 'z': -1524.494629}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2560.632324, 'y': 105.662354, 'z': -1352.416382}, 'level_range': {'x': 5.0, 'y': 8.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2654.715332, 'y': 75.991096, 'z': -1587.787842}, 'level_range': {'x': 2.0, 'y': 5.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2945.424072, 'y': 50.94957, 'z': -861.249878}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2428.925537, 'y': 52.515709, 'z': -816.444092}, 'level_range': {'x': 2.0, 'y': 4.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2924.345703, 'y': 50.319881, 'z': -1013.290344}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2834.926025, 'y': 50.021366, 'z': -908.640564}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 2435.212158, 'y': 75.991096, 'z': -1458.002441}, 'level_range': {'x': 6.0, 'y': 8.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2586.465332, 'y': 75.991096, 'z': -1469.140259}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2928.92334, 'y': 49.700005, 'z': -1069.473389}, 'level_range': {'x': 4.0, 'y': 7.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 2685.742676, 'y': 27.0, 'z': -867.204224}, 'level_range': {'x': 3.0, 'y': 6.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 1}
