{'position': {'x': 1542.491455, 'y': 155.793533, 'z': -1711.491821}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1552.413452, 'y': 153.001877, 'z': -1573.223389}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1545.663574, 'y': 154.486496, 'z': -1588.267334}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1646.538452, 'y': 205.288025, 'z': -1260.93335}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1232.068115, 'y': 186.386978, 'z': -1568.908081}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1021.687744, 'y': 184.28569, 'z': -1574.694092}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1536.673584, 'y': 204.701721, 'z': -1448.464966}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1497.523193, 'y': 202.970947, 'z': -1409.061035}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1584.921387, 'y': 161.068863, 'z': -1701.017822}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1711.778931, 'y': 160.820511, 'z': -1599.990967}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1633.087036, 'y': 202.836014, 'z': -1291.584229}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1370.024414, 'y': 201.617233, 'z': -1257.379028}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1399.978149, 'y': 150.258575, 'z': -1571.96106}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1580.263062, 'y': 202.169815, 'z': -1322.925049}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1132.084106, 'y': 184.684952, 'z': -1511.22876}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1478.567139, 'y': 188.516312, 'z': -1419.586548}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1423.342407, 'y': 189.012085, 'z': -1365.760742}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1430.77124, 'y': 148.538788, 'z': -1550.564575}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1663.40686, 'y': 164.24646, 'z': -1693.236572}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1553.044312, 'y': 197.488052, 'z': -1303.786743}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1500.358643, 'y': 153.945572, 'z': -1501.987549}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1350.549561, 'y': 150.585602, 'z': -1526.960693}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1043.163208, 'y': 264.756134, 'z': -1423.931274}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1108.951416, 'y': 184.215332, 'z': -1619.069824}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1416.282593, 'y': 150.033432, 'z': -1466.79834}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1155.941528, 'y': 182.099991, 'z': -1430.681641}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1665.666748, 'y': 185.402466, 'z': -1251.041382}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1484.941895, 'y': 147.111664, 'z': -1580.839233}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1431.246704, 'y': 152.393539, 'z': -1516.547363}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1080.888672, 'y': 184.215332, 'z': -1634.832153}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1646.407227, 'y': 206.039001, 'z': -1250.987671}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 934.290039, 'y': 184.463837, 'z': -1605.610107}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1278.502686, 'y': 150.258301, 'z': -1525.007324}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1351.793457, 'y': 156.886017, 'z': -1420.234375}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1612.122925, 'y': 164.071503, 'z': -1704.600098}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1637.982056, 'y': 160.826981, 'z': -1588.682983}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1153.476196, 'y': 182.099991, 'z': -1555.939453}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1630.597168, 'y': 185.654129, 'z': -1479.607666}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1431.799194, 'y': 152.291046, 'z': -1499.984741}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1611.294067, 'y': 195.190399, 'z': -1380.682251}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1460.096313, 'y': 153.639206, 'z': -1460.73584}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1171.415283, 'y': 182.099991, 'z': -1585.99353}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1514.857544, 'y': 154.824066, 'z': -1593.844482}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1500.704224, 'y': 159.830322, 'z': -1482.956299}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1346.283569, 'y': 148.26033, 'z': -1560.611694}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1340.805176, 'y': 149.636826, 'z': -1501.321899}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1415.472656, 'y': 150.513535, 'z': -1527.696289}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1281.932007, 'y': 184.215332, 'z': -1676.471191}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1361.405151, 'y': 202.572617, 'z': -1227.265259}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1227.066406, 'y': 184.215332, 'z': -1666.254517}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1257.145874, 'y': 204.754929, 'z': -1415.481445}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1300.646729, 'y': 146.600037, 'z': -1544.45459}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 842.669983, 'y': 194.268173, 'z': -1646.341797}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1519.273926, 'y': 201.743805, 'z': -1386.071899}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1196.402466, 'y': 182.099991, 'z': -1583.557617}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1495.286865, 'y': 152.056793, 'z': -1673.493042}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1367.661377, 'y': 149.638184, 'z': -1463.350342}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1327.387817, 'y': 203.409622, 'z': -1318.735352}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1422.532104, 'y': 148.12883, 'z': -1559.052979}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 877.801941, 'y': 188.492157, 'z': -1573.366577}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1176.29248, 'y': 182.099991, 'z': -1469.592773}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1608.727051, 'y': 200.84436, 'z': -1321.876709}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1573.739746, 'y': 160.559357, 'z': -1596.365479}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1327.836792, 'y': 158.520889, 'z': -1421.381958}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1204.748657, 'y': 192.04277, 'z': -1424.462036}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1707.517334, 'y': 168.427521, 'z': -1668.171143}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1107.856567, 'y': 265.74115, 'z': -1414.461548}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1553.820068, 'y': 204.339554, 'z': -1336.362549}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1404.716309, 'y': 197.19783, 'z': -1320.752563}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1343.143433, 'y': 149.700729, 'z': -1498.781616}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1483.528931, 'y': 183.326401, 'z': -1278.363525}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1535.858032, 'y': 202.596649, 'z': -1407.005615}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1711.477783, 'y': 160.833893, 'z': -1572.296875}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1391.173096, 'y': 201.099045, 'z': -1250.779297}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1311.299194, 'y': 185.798019, 'z': -1628.563232}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1590.565308, 'y': 162.128113, 'z': -1584.367188}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1181.993164, 'y': 182.099991, 'z': -1498.264771}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1097.848877, 'y': 268.081757, 'z': -1384.984009}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1265.149902, 'y': 151.363785, 'z': -1544.690674}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1134.394897, 'y': 182.099991, 'z': -1463.491577}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1576.97998, 'y': 202.24202, 'z': -1307.083618}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 931.031555, 'y': 184.544052, 'z': -1607.278442}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1495.115601, 'y': 148.659317, 'z': -1595.969849}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1574.589233, 'y': 161.704636, 'z': -1567.612183}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1529.208374, 'y': 155.833481, 'z': -1532.036377}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1025.077515, 'y': 227.705551, 'z': -1477.659302}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1552.783325, 'y': 204.979782, 'z': -1448.421753}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1492.154907, 'y': 151.148376, 'z': -1671.219238}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1349.829468, 'y': 159.156525, 'z': -1401.264526}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1552.306152, 'y': 157.860504, 'z': -1516.317505}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1713.280518, 'y': 168.373154, 'z': -1654.204712}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1684.785522, 'y': 186.078339, 'z': -1498.218872}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1597.322388, 'y': 201.11348, 'z': -1302.984863}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1361.309814, 'y': 150.085648, 'z': -1559.732056}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1549.910034, 'y': 203.690186, 'z': -1356.903076}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1286.185425, 'y': 204.954315, 'z': -1423.813477}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1308.159424, 'y': 149.636826, 'z': -1585.683838}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1607.267944, 'y': 160.637863, 'z': -1576.832153}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1551.159912, 'y': 153.514679, 'z': -1699.062012}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1240.787964, 'y': 184.215332, 'z': -1654.409912}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1241.844971, 'y': 184.59906, 'z': -1474.107788}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1356.080078, 'y': 200.162827, 'z': -1323.09375}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1601.364868, 'y': 159.440842, 'z': -1688.369751}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1136.482422, 'y': 182.099991, 'z': -1451.438965}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'lake', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1458.621338, 'y': 156.877609, 'z': -1612.210571}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1331.443115, 'y': 150.003387, 'z': -1580.680908}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 883.7099, 'y': 192.834198, 'z': -1504.846924}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1144.855103, 'y': 184.886795, 'z': -1436.672729}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 11}
{'position': {'x': 1579.317139, 'y': 203.084808, 'z': -1260.510864}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 853.44751, 'y': 190.099686, 'z': -1662.442627}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1548.578247, 'y': 158.336945, 'z': -1506.580078}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1068.408569, 'y': 184.686218, 'z': -1614.819824}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1600.585083, 'y': 203.747726, 'z': -1270.073364}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1549.001953, 'y': 154.34462, 'z': -1581.968994}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1529.375977, 'y': 201.948929, 'z': -1385.720459}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 863.089844, 'y': 193.338913, 'z': -1533.944824}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1288.39624, 'y': 186.546356, 'z': -1596.364136}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1051.503052, 'y': 184.53067, 'z': -1623.633911}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1349.31958, 'y': 156.85083, 'z': -1410.263062}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1355.449829, 'y': 204.821884, 'z': -1258.58374}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1615.471191, 'y': 162.545319, 'z': -1606.606323}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 970.705078, 'y': 184.76123, 'z': -1563.530029}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1454.312866, 'y': 146.957092, 'z': -1590.192871}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1424.333862, 'y': 157.999146, 'z': -1621.55957}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1383.968628, 'y': 201.56604, 'z': -1264.382446}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1489.38916, 'y': 147.870804, 'z': -1612.618774}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1303.512817, 'y': 184.215332, 'z': -1661.499146}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1517.144287, 'y': 152.742783, 'z': -1656.919434}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1420.273193, 'y': 149.708954, 'z': -1472.538696}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1611.283936, 'y': 204.265228, 'z': -1267.771606}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1313.949463, 'y': 157.132706, 'z': -1465.002319}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 949.202271, 'y': 186.408127, 'z': -1548.995239}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1522.832397, 'y': 203.142731, 'z': -1436.237549}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1619.730835, 'y': 160.54805, 'z': -1660.070679}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1224.020874, 'y': 184.215332, 'z': -1643.045288}, 'level_range': {'x': 30.0, 'y': 39.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
