{'position': {'x': 995.274597, 'y': 98.85247, 'z': -368.147186}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1067.428101, 'y': 103.490685, 'z': -318.570404}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1155.343506, 'y': 101.817589, 'z': -373.258148}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1106.933105, 'y': 101.711311, 'z': -369.910583}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1237.765503, 'y': 104.202202, 'z': -398.495422}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1144.909058, 'y': 99.561493, 'z': -362.929932}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1083.787231, 'y': 99.217957, 'z': -341.970184}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1046.509888, 'y': 98.821953, 'z': -367.912445}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1234.648682, 'y': 104.621513, 'z': -366.738281}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1160.147339, 'y': 106.549065, 'z': -443.063904}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1253.728027, 'y': 101.590752, 'z': -421.219604}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 915.483032, 'y': 103.29921, 'z': -314.642975}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1223.040161, 'y': 104.228462, 'z': -398.583771}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1189.319092, 'y': 107.080154, 'z': -450.005341}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1086.543945, 'y': 99.852547, 'z': -378.208923}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 793.560059, 'y': 101.362991, 'z': -341.332397}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1206.338013, 'y': 105.611313, 'z': -431.796112}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1284.819458, 'y': 101.0, 'z': -395.464752}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1185.208618, 'y': 101.394524, 'z': -387.673828}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 841.07959, 'y': 103.751434, 'z': -341.846008}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 743.588989, 'y': 112.057076, 'z': -345.885864}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1017.838928, 'y': 98.85247, 'z': -362.404755}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1066.705444, 'y': 110.739594, 'z': -539.522522}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1030.257813, 'y': 98.85247, 'z': -375.792603}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 760.008423, 'y': 128.486374, 'z': -388.855499}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1160.851929, 'y': 108.205765, 'z': -452.460114}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 984.870605, 'y': 110.960419, 'z': -379.891418}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1212.695801, 'y': 105.7584, 'z': -437.555847}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1066.877319, 'y': 98.85247, 'z': -342.686493}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1164.747803, 'y': 104.53344, 'z': -417.614563}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1049.989014, 'y': 98.856613, 'z': -330.703888}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 955.027283, 'y': 100.49958, 'z': -335.04599}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1300.216064, 'y': 103.902916, 'z': -334.231628}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1183.251587, 'y': 100.782036, 'z': -371.946625}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 971.155396, 'y': 99.452461, 'z': -357.199158}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1274.036377, 'y': 101.105186, 'z': -406.643951}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 939.209106, 'y': 100.973259, 'z': -338.906982}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1189.770996, 'y': 106.33326, 'z': -438.839569}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1020.199768, 'y': 98.85247, 'z': -356.151733}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 874.633179, 'y': 104.590797, 'z': -328.103363}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 919.447571, 'y': 102.317184, 'z': -331.760986}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1090.494263, 'y': 104.000336, 'z': -426.133331}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1192.49231, 'y': 107.435944, 'z': -451.991882}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1131.00647, 'y': 104.106613, 'z': -430.989258}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1237.489624, 'y': 104.44635, 'z': -367.69693}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1363.531006, 'y': 101.463684, 'z': -345.157104}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 841.329773, 'y': 105.070129, 'z': -359.263306}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1225.098877, 'y': 102.699951, 'z': -334.049408}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 830.403564, 'y': 106.562881, 'z': -300.860687}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1123.476807, 'y': 107.083893, 'z': -459.015533}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1043.111084, 'y': 98.962883, 'z': -351.102478}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1033.14502, 'y': 98.973068, 'z': -346.331451}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1066.91626, 'y': 99.183929, 'z': -377.665222}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1077.840332, 'y': 101.820526, 'z': -391.753082}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 963.55658, 'y': 99.925125, 'z': -348.800201}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 789.907227, 'y': 100.925453, 'z': -333.174103}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1126.944824, 'y': 101.694054, 'z': -372.440186}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1254.09729, 'y': 103.767464, 'z': -358.452789}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1169.178101, 'y': 103.417389, 'z': -403.849396}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1140.091309, 'y': 104.010895, 'z': -399.390625}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1251.11792, 'y': 103.814247, 'z': -356.293671}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1218.184448, 'y': 104.443405, 'z': -406.574615}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 778.883789, 'y': 115.079056, 'z': -359.464417}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 966.349182, 'y': 99.984421, 'z': -340.509216}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 836.617371, 'y': 104.454651, 'z': -328.794586}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1272.899902, 'y': 103.707237, 'z': -353.360901}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 956.185852, 'y': 100.711349, 'z': -324.177429}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1122.346436, 'y': 99.406509, 'z': -350.50061}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1089.490112, 'y': 99.802345, 'z': -366.696594}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1090.306274, 'y': 108.482254, 'z': -471.514496}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 817.095398, 'y': 102.968987, 'z': -332.778015}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1337.235229, 'y': 101.077621, 'z': -374.856262}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1340.350586, 'y': 104.564301, 'z': -337.015259}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1233.009521, 'y': 104.251656, 'z': -404.615753}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1222.036377, 'y': 102.984718, 'z': -341.502594}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 940.297729, 'y': 103.704727, 'z': -278.540619}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1112.88855, 'y': 99.227264, 'z': -352.713684}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1149.687012, 'y': 108.645187, 'z': -448.47818}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 890.779053, 'y': 105.926132, 'z': -295.365662}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 899.606079, 'y': 104.611595, 'z': -309.082825}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1209.14978, 'y': 108.352051, 'z': -362.254913}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1206.516113, 'y': 106.766571, 'z': -334.390503}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 873.695313, 'y': 106.201973, 'z': -304.315735}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1192.171997, 'y': 105.909225, 'z': -434.815765}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 813.878967, 'y': 103.436249, 'z': -314.927094}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1328.155396, 'y': 101.060432, 'z': -375.347351}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1271.55188, 'y': 101.0, 'z': -400.552612}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1205.37207, 'y': 104.849785, 'z': -425.82428}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1224.967041, 'y': 103.003143, 'z': -449.627716}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1119.203491, 'y': 108.905174, 'z': -465.696198}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1239.812744, 'y': 103.979736, 'z': -385.767639}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1131.402344, 'y': 102.152199, 'z': -390.791595}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1045.745483, 'y': 98.821953, 'z': -369.010101}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 830.588562, 'y': 114.737976, 'z': -369.893402}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1201.911377, 'y': 107.00946, 'z': -326.183777}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1066.784424, 'y': 98.878876, 'z': -347.441742}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 839.295654, 'y': 107.030266, 'z': -305.314392}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1077.584961, 'y': 99.026466, 'z': -335.601135}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'jari', 'area_no': 1}
{'position': {'x': 920.026733, 'y': 103.113457, 'z': -312.094513}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1298.586548, 'y': 101.012856, 'z': -374.193542}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1314.054932, 'y': 103.433403, 'z': -346.740448}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1082.260742, 'y': 99.249565, 'z': -336.164978}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'hate_kusa', 'area_no': 1}
{'position': {'x': 1264.343994, 'y': 101.214287, 'z': -384.691833}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1098.413696, 'y': 100.552399, 'z': -368.371094}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 912.422424, 'y': 103.546272, 'z': -313.262634}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1260.128296, 'y': 101.191139, 'z': -392.527069}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1143.081421, 'y': 101.238174, 'z': -376.997101}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 906.405945, 'y': 111.962448, 'z': -356.997528}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 868.496582, 'y': 105.428879, 'z': -315.919861}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1084.495361, 'y': 110.175179, 'z': -313.576141}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1213.524902, 'y': 102.997421, 'z': -390.347931}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1191.700073, 'y': 100.873833, 'z': -382.281616}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1282.009888, 'y': 101.0, 'z': -383.632782}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1196.520752, 'y': 102.102844, 'z': -395.14267}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 804.178345, 'y': 101.792099, 'z': -333.748169}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1316.25708, 'y': 101.045692, 'z': -365.790405}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1137.994141, 'y': 102.152199, 'z': -388.495911}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 782.361206, 'y': 114.019089, 'z': -378.955475}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1279.33606, 'y': 101.13784, 'z': -373.115295}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 997.207336, 'y': 98.85247, 'z': -376.830505}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1111.123535, 'y': 99.561493, 'z': -360.043365}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1318.890747, 'y': 101.044151, 'z': -374.382111}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 1}
{'position': {'x': 1298.343018, 'y': 103.491234, 'z': -351.239594}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1190.299194, 'y': 105.585884, 'z': -432.54425}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1159.235596, 'y': 100.170235, 'z': -362.646118}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 989.783875, 'y': 100.229523, 'z': -289.628479}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1099.109619, 'y': 108.482254, 'z': -465.584015}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1094.980835, 'y': 108.482254, 'z': -463.826538}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1277.3125, 'y': 104.149597, 'z': -343.638885}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1184.316772, 'y': 101.918388, 'z': -399.95813}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 917.981873, 'y': 112.977188, 'z': -354.695953}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1110.843384, 'y': 108.482254, 'z': -464.692261}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1216.16626, 'y': 104.468048, 'z': -406.904175}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1104.497559, 'y': 102.896294, 'z': -417.051636}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 849.910095, 'y': 104.421356, 'z': -326.789429}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
